gene_id	chr	start	end	length
FBgn0263777	3R	23425602	23426029	428
FBgn0288809	3R	23432869	23433272	404
FBgn0051225	3R	23481865	23483541	1677
FBgn0039079	3R	23483863	23485500	1638
FBgn0265383	3R	23485481	23486085	605
FBgn0039080	3R	23487501	23489180	1680
FBgn0085318	3R	23506908	23507476	569
FBgn0039081	3R	23513617	23519445	5829
FBgn0039083	3R	23520146	23521583	1438
FBgn0289745	3R	23522264	23530986	8723
FBgn0039085	3R	23532945	23534767	1823
FBgn0039086	3R	23534900	23536710	1811
FBgn0039087	3R	23536993	23538908	1916
FBgn0039088	3R	23554323	23556943	2621
FBgn0039089	3R	23557412	23580077	22666
FBgn0039091	3R	23587120	23589819	2700
FBgn0287600	3R	23588885	23593151	4267
FBgn0053337	3R	23590141	23592769	2629
FBgn0039092	3R	23593625	23596273	2649
FBgn0039093	3R	23596561	23599034	2474
FBgn0051143	3R	23601333	23601455	123
FBgn0039094	3R	23602507	23605495	2989
FBgn0051145	3R	23605751	23669659	63909
FBgn0039098	3R	23677358	23678421	1064
FBgn0039099	3R	23678895	23679855	961
FBgn0040227	3R	23680039	23682317	2279
FBgn0039101	3R	23682503	23683980	1478
FBgn0042106	3R	23684057	23686537	2481
FBgn0039102	3R	23686255	23688147	1893
FBgn0027512	3R	23689007	23694983	5977
FBgn0264504	3R	23694006	23694688	683
FBgn0039104	3R	23695221	23696245	1025
FBgn0043005	3R	23696372	23699027	2656
FBgn0047351	3R	23699328	23700354	1027
FBgn0051148	3R	23700621	23702605	1985
FBgn0051413	3R	23702761	23704542	1782
FBgn0051414	3R	23704804	23708512	3709
FBgn0264844	3R	23706361	23707146	786
FBgn0039106	3R	23710158	23711338	1181
FBgn0039107	3R	23711527	23713313	1787
FBgn0002922	3R	23712814	23718357	5544
FBgn0039108	3R	23719343	23721625	2283
FBgn0039109	3R	23723331	23731499	8169
FBgn0065098	3R	23730048	23730429	382
FBgn0028691	3R	23731375	23733462	2088
FBgn0263782	3R	23733324	23750992	17669
FBgn0267760	3R	23746311	23747148	838
FBgn0039110	3R	23750937	23752834	1898
FBgn0028684	3R	23752876	23754623	1748
FBgn0028475	3R	23754623	23758557	3935
FBgn0039111	3R	23758339	23759606	1268
FBgn0039112	3R	23759483	23760600	1118
FBgn0039113	3R	23760737	23763263	2527
FBgn0039114	3R	23763857	23766662	2806
FBgn0039115	3R	23766519	23767488	970
FBgn0039116	3R	23767712	23768984	1273
FBgn0039117	3R	23768399	23772859	4461
FBgn0039118	3R	23772998	23774127	1130
FBgn0039120	3R	23774225	23781621	7397
FBgn0015513	3R	23781765	23801634	19870
FBgn0053111	3R	23801714	23819237	17524
FBgn0085384	3R	23803859	23859167	55309
FBgn0260634	3R	23808285	23819237	10953
FBgn0262974	3R	23825352	23825907	556
FBgn0004187	3R	23826334	23826497	164
FBgn0004186	3R	23827870	23828033	164
FBgn0004185	3R	23859467	23859630	164
FBgn0025574	3R	23860162	23890052	29891
FBgn0013347	3R	23890388	23891060	673
FBgn0039124	3R	23891597	23893560	1964
FBgn0286880	3R	23893518	23894162	645
FBgn0016754	3R	23894174	23922973	28800
FBgn0051141	3R	23923300	23924319	1020
FBgn0039125	3R	23924399	23926436	2038
FBgn0039126	3R	23926372	23927634	1263
FBgn0264740	3R	23927728	23929000	1273
FBgn0264741	3R	23927728	23929000	1273
FBgn0047114	3R	23929243	23929988	746
FBgn0015282	3R	23929873	23931558	1686
FBgn0039128	3R	23931639	23932728	1090
FBgn0039129	3R	23932729	23933530	802
FBgn0039130	3R	23933912	23935964	2053
FBgn0001098	3R	23935958	23943101	7144
FBgn0039131	3R	23943628	23948424	4797
FBgn0005674	3R	23952136	23958391	6256
FBgn0267761	3R	23957305	23958388	1084
FBgn0039132	3R	23958651	23962555	3905
FBgn0051140	3R	23963180	23983232	20053
FBgn0283548	3R	23983496	23983569	74
FBgn0051451	3R	23983503	23985065	1563
FBgn0039135	3R	23985213	23986569	1357
FBgn0039136	3R	23986642	23988738	2097
FBgn0039137	3R	23988806	23992916	4111
FBgn0015795	3R	23993008	23995452	2445
FBgn0053108	3R	23995659	23997544	1886
FBgn0051184	3R	23996262	23997017	756
FBgn0020647	3R	23997538	24031827	34290
FBgn0039139	3R	24032157	24034257	2101
FBgn0039140	3R	24034362	24038847	4486
FBgn0039141	3R	24038215	24042982	4768
FBgn0005649	3R	24043056	24048265	5210
FBgn0043455	3R	24047790	24049168	1379
FBgn0264325	3R	24049180	24050782	1603
FBgn0026576	3R	24050783	24053592	2810
FBgn0039145	3R	24054391	24055092	702
FBgn0264906	3R	24054391	24055092	702
FBgn0001230	3R	24055080	24057310	2231
FBgn0040283	3R	24058287	24062815	4529
FBgn0053100	3R	24063077	24108960	45884
FBgn0013343	3R	24101600	24105763	4164
FBgn0039147	3R	24107391	24108358	968
FBgn0039149	3R	24109336	24110010	675
FBgn0039150	3R	24109944	24112389	2446
FBgn0053536	3R	24112964	24113047	84
FBgn0039152	3R	24113286	24128193	14908
FBgn0039151	3R	24114043	24116322	2280
FBgn0290399	3R	24128049	24130255	2207
FBgn0290397	3R	24130307	24134654	4348
FBgn0266673	3R	24134831	24137538	2708
FBgn0039154	3R	24137895	24140936	3042
FBgn0039155	3R	24141395	24147490	6096
FBgn0051133	3R	24147436	24148967	1532
FBgn0267339	3R	24149020	24150203	1184
FBgn0015765	3R	24150416	24152321	1906
FBgn0039156	3R	24152347	24154896	2550
FBgn0039157	3R	24154826	24161498	6673
FBgn0039158	3R	24161727	24163215	1489
FBgn0039159	3R	24162829	24163545	717
FBgn0026598	3R	24163966	24168264	4299
FBgn0039160	3R	24167675	24169562	1888
FBgn0039161	3R	24172628	24184144	11517
FBgn0290396	3R	24186359	24187785	1427
FBgn0039163	3R	24187724	24188896	1173
FBgn0266282	3R	24189050	24193423	4374
FBgn0039165	3R	24193832	24196880	3049
FBgn0011725	3R	24196893	24221965	25073
FBgn0039167	3R	24214631	24218718	4088
FBgn0026257	3R	24221103	24223528	2426
FBgn0039169	3R	24223445	24226934	3490
FBgn0039170	3R	24227023	24228538	1516
FBgn0039172	3R	24228342	24230035	1694
FBgn0002863	3R	24228975	24229279	305
FBgn0266744	3R	24229898	24231364	1467
FBgn0290416	3R	24230562	24250248	19687
FBgn0264901	3R	24231186	24231719	534
FBgn0261452	3R	24237166	24237284	119
FBgn0039175	3R	24250460	24252679	2220
FBgn0011225	3R	24252826	24271233	18408
FBgn0051130	3R	24265259	24265342	84
FBgn0086365	3R	24273029	24275728	2700
FBgn0019952	3R	24276260	24278792	2533
FBgn0286199	3R	24279572	24281576	2005
FBgn0267222	3R	24282911	24283368	458
FBgn0039178	3R	24283955	24288617	4663
FBgn0085319	3R	24288553	24289818	1266
FBgn0263398	3R	24290172	24293371	3200
FBgn0039180	3R	24293366	24294399	1034
FBgn0259685	3R	24295078	24314541	19464
FBgn0028471	3R	24314660	24318419	3760
FBgn0267762	3R	24318816	24319782	967
FBgn0011785	3R	24319000	24328619	9620
FBgn0039182	3R	24328455	24333316	4862
FBgn0039183	3R	24333433	24337248	3816
FBgn0039184	3R	24336922	24340645	3724
FBgn0262457	3R	24339232	24339295	64
FBgn0011581	3R	24341551	24343825	2275
FBgn0039186	3R	24343895	24348791	4897
FBgn0039187	3R	24349182	24356241	7060
FBgn0039188	3R	24356070	24357938	1869
FBgn0039189	3R	24358095	24360144	2050
FBgn0039190	3R	24360705	24361683	979
FBgn0053339	3R	24361847	24363142	1296
FBgn0053340	3R	24363138	24364289	1152
FBgn0039192	3R	24364081	24364980	900
FBgn0039193	3R	24365554	24366349	796
FBgn0261993	3R	24366527	24367220	694
FBgn0261994	3R	24367360	24368164	805
FBgn0053341	3R	24368358	24369419	1062
FBgn0039194	3R	24369568	24370731	1164
FBgn0039195	3R	24370751	24372762	2012
FBgn0039196	3R	24373456	24375661	2206
FBgn0086610	3R	24376865	24377705	841
FBgn0039197	3R	24382920	24385052	2133
FBgn0039198	3R	24386104	24390339	4236
FBgn0039199	3R	24390518	24391870	1353
FBgn0039200	3R	24392889	24393762	874
FBgn0000036	3R	24393896	24457157	63262
FBgn0263409	3R	24439867	24440510	644
FBgn0267612	3R	24439867	24440510	644
FBgn0267209	3R	24463558	24464078	521
FBgn0051128	3R	24469397	24470310	914
FBgn0000039	3R	24485428	24491147	5720
FBgn0262389	3R	24488612	24488682	71
FBgn0004118	3R	24509228	24515106	5879
FBgn0039201	3R	24515278	24518128	2851
FBgn0003134	3R	24518270	24522331	4062
FBgn0264791	3R	24519625	24520078	454
FBgn0039202	3R	24522478	24523678	1201
FBgn0039203	3R	24524794	24527533	2740
FBgn0039204	3R	24528047	24529815	1769
FBgn0039205	3R	24529773	24530558	786
FBgn0262167	3R	24530576	24536395	5820
FBgn0039207	3R	24536204	24543914	7711
FBgn0266758	3R	24544719	24556549	11831
FBgn0011845	3R	24555302	24555373	72
FBgn0004188	3R	24556088	24556194	107
FBgn0004189	3R	24556692	24556798	107
FBgn0004190	3R	24557215	24557321	107
FBgn0039209	3R	24557368	24582864	25497
FBgn0267763	3R	24573770	24574304	535
FBgn0039210	3R	24583067	24585160	2094
FBgn0263490	3R	24585653	24623899	38247
FBgn0267764	3R	24607271	24607795	525
FBgn0039212	3R	24623802	24625562	1761
FBgn0039213	3R	24625671	24634714	9044
FBgn0046685	3R	24627066	24630075	3010
FBgn0262858	3R	24634625	24635165	541
FBgn0039214	3R	24635270	24650043	14774
FBgn0000139	3R	24650125	24653376	3252
FBgn0051125	3R	24653371	24654820	1450
FBgn0039215	3R	24655160	24659379	4220
FBgn0262431	3R	24658605	24658660	56
FBgn0051126	3R	24659621	24660265	645
FBgn0020018	3R	24660197	24661851	1655
FBgn0003429	3R	24662491	24711595	49105
FBgn0039217	3R	24712780	24717430	4651
FBgn0284232	3R	24712780	24717430	4651
FBgn0039218	3R	24717511	24717998	488
FBgn0039219	3R	24717937	24719364	1428
FBgn0004885	3R	24719697	24749125	29429
FBgn0003719	3R	24749731	24753510	3780
FBgn0000140	3R	24753849	24760513	6665
FBgn0015591	3R	24760530	24765071	4542
FBgn0267210	3R	24767728	24768484	757
FBgn0040600	3R	24769351	24770933	1583
FBgn0259233	3R	24772181	24784562	12382
FBgn0039223	3R	24784552	24787421	2870
FBgn0039225	3R	24788054	24797955	9902
FBgn0039224	3R	24788248	24790136	1889
FBgn0039226	3R	24797460	24799668	2209
FBgn0039227	3R	24799967	24805259	5293
FBgn0027539	3R	24805445	24814012	8568
FBgn0039228	3R	24807621	24808677	1057
FBgn0083986	3R	24814262	24814930	669
FBgn0027617	3R	24814903	24817007	2105
FBgn0267765	3R	24815759	24817131	1373
FBgn0039229	3R	24817464	24822350	4887
FBgn0045980	3R	24822401	24825648	3248
FBgn0262722	3R	24825791	24826471	681
FBgn0051118	3R	24826665	24828409	1745
FBgn0051357	3R	24828279	24829959	1681
FBgn0262962	3R	24830301	24830973	673
FBgn0039232	3R	24833952	24840488	6537
FBgn0266743	3R	24835604	24836238	635
FBgn0053658	3R	24840509	24841163	655
FBgn0013953	3R	24841935	24850412	8478
FBgn0039233	3R	24850627	24851385	759
FBgn0039234	3R	24851601	24854869	3269
FBgn0051119	3R	24854496	24856243	1748
FBgn0039235	3R	24856383	24857559	1177
FBgn0051105	3R	24857585	24859801	2217
FBgn0265266	3R	24859900	24860366	467
FBgn0039237	3R	24861659	24862165	507
FBgn0039238	3R	24862931	24864216	1286
FBgn0039239	3R	24864191	24864732	542
FBgn0013949	3R	24865350	24867651	2302
FBgn0015625	3R	24867934	24870816	2883
FBgn0039240	3R	24871202	24876654	5453
FBgn0039241	3R	24877045	24881478	4434
FBgn0043799	3R	24877045	24878827	1783
FBgn0051121	3R	24881466	24894605	13140
FBgn0039244	3R	24894742	24897613	2872
FBgn0040601	3R	24897685	24906004	8320
FBgn0039246	3R	24901116	24903048	1933
FBgn0265253	3R	24912995	24913685	691
FBgn0265190	3R	24913216	24917864	4649
FBgn0051382	3R	24914834	24914905	72
FBgn0051416	3R	24915060	24915131	72
FBgn0265189	3R	24915840	24917864	2025
FBgn0039249	3R	24918106	24922385	4280
FBgn0039250	3R	24922473	24925160	2688
FBgn0267766	3R	24924416	24925344	929
FBgn0039251	3R	24925216	24927085	1870
FBgn0039252	3R	24932010	24934919	2910
FBgn0020626	3R	24934869	24938222	3354
FBgn0029157	3R	24938710	24944956	6247
FBgn0039254	3R	24945237	24947400	2164
FBgn0285912	3R	24947632	24949539	1908
FBgn0039257	3R	24984384	25022867	38484
FBgn0039258	3R	25023256	25024482	1227
FBgn0039259	3R	25024473	25025017	545
FBgn0015240	3R	25025235	25029351	4117
FBgn0039260	3R	25029429	25033465	4037
FBgn0039261	3R	25033876	25039249	5374
FBgn0051115	3R	25036944	25037982	1039
FBgn0045866	3R	25039374	25040443	1070
FBgn0259178	3R	25040427	25045151	4725
FBgn0039264	3R	25046323	25047409	1087
FBgn0039265	3R	25047706	25049455	1750
FBgn0039266	3R	25049616	25053074	3459
FBgn0051109	3R	25053369	25054653	1285
FBgn0051111	3R	25055076	25056177	1102
FBgn0266719	3R	25056286	25064348	8063
FBgn0039269	3R	25064418	25065591	1174
FBgn0039270	3R	25065791	25066718	928
FBgn0011336	3R	25066712	25069637	2926
FBgn0039271	3R	25069927	25070914	988
FBgn0039272	3R	25071126	25072712	1587
FBgn0039273	3R	25072729	25074607	1879
FBgn0039274	3R	25074877	25076382	1506
FBgn0004897	3R	25082684	25084878	2195
FBgn0004898	3R	25095012	25096099	1088
FBgn0053095	3R	25097672	25102146	4475
FBgn0053096	3R	25097672	25102146	4475
FBgn0266534	3R	25102553	25103617	1065
FBgn0054027	3R	25103670	25109032	5363
FBgn0039277	3R	25109226	25112516	3291
FBgn0051108	3R	25112867	25122920	10054
FBgn0051510	3R	25117218	25122920	5703
FBgn0046214	3R	25123373	25125619	2247
FBgn0039280	3R	25125632	25127359	1728
FBgn0260229	3R	25125632	25127359	1728
FBgn0259152	3R	25127502	25131155	3654
FBgn0039282	3R	25131306	25136709	5404
FBgn0267767	3R	25137701	25138001	301
FBgn0039283	3R	25138072	25139903	1832
FBgn0287605	3R	25140294	25156085	15792
FBgn0083946	3R	25169565	25193776	24212
FBgn0039286	3R	25184383	25192806	8424
FBgn0039288	3R	25195527	25196531	1005
FBgn0022800	3R	25197571	25208283	10713
FBgn0039290	3R	25199818	25214255	14438
FBgn0039291	3R	25214325	25215188	864
FBgn0051106	3R	25216297	25218708	2412
FBgn0051103	3R	25219318	25221444	2127
FBgn0039293	3R	25221589	25224118	2530
FBgn0039294	3R	25224156	25232321	8166
FBgn0039296	3R	25233636	25235529	1894
FBgn0039297	3R	25237614	25238895	1282
FBgn0039298	3R	25240180	25241668	1489
FBgn0039299	3R	25242020	25243262	1243
FBgn0000158	3R	25243039	25245109	2071
FBgn0039300	3R	25245955	25247514	1560
FBgn0286042	3R	25246874	25247422	549
FBgn0039301	3R	25247658	25249100	1443
FBgn0039302	3R	25249348	25258672	9325
FBgn0039303	3R	25258898	25260759	1862
FBgn0039304	3R	25260963	25262498	1536
FBgn0267768	3R	25262182	25262636	455
FBgn0039305	3R	25262741	25263292	552
FBgn0027090	3R	25263267	25265721	2455
FBgn0039306	3R	25265844	25267757	1914
FBgn0266741	3R	25266813	25270007	3195
FBgn0263002	3R	25268009	25268464	456
FBgn0039307	3R	25268661	25269965	1305
FBgn0039308	3R	25270209	25273267	3059
FBgn0039309	3R	25270209	25273267	3059
FBgn0039310	3R	25273837	25275237	1401
FBgn0039311	3R	25275790	25277212	1423
FBgn0039312	3R	25278427	25279846	1420
FBgn0039313	3R	25281548	25283237	1690
FBgn0051300	3R	25283620	25285224	1605
FBgn0051104	3R	25285473	25286974	1502
FBgn0039315	3R	25287474	25288930	1457
FBgn0039316	3R	25289889	25291366	1478
FBgn0051098	3R	25291370	25292977	1608
FBgn0051102	3R	25293458	25295594	2137
FBgn0051097	3R	25296128	25297778	1651
FBgn0051288	3R	25297960	25299557	1598
FBgn0039319	3R	25300891	25302317	1427
FBgn0051370	3R	25302464	25303986	1523
FBgn0051436	3R	25304137	25305651	1515
FBgn0039321	3R	25306407	25308391	1985
FBgn0051099	3R	25309429	25310943	1515
FBgn0051087	3R	25311027	25313833	2807
FBgn0039323	3R	25314494	25316116	1623
FBgn0039324	3R	25316461	25318111	1651
FBgn0039325	3R	25318550	25320101	1552
FBgn0039326	3R	25321053	25322757	1705
FBgn0045761	3R	25323156	25329316	6161
FBgn0039328	3R	25329530	25331203	1674
FBgn0039329	3R	25331363	25335243	3881
FBgn0028647	3R	25335257	25340088	4832
FBgn0027376	3R	25340252	25344838	4587
FBgn0261575	3R	25344761	25346921	2161
FBgn0004509	3R	25347431	25473058	125628
FBgn0039331	3R	25358285	25360034	1750
FBgn0039332	3R	25381065	25382781	1717
FBgn0051437	3R	25383700	25384623	924
FBgn0051439	3R	25397788	25400645	2858
FBgn0039335	3R	25473490	25475756	2267
FBgn0039336	3R	25475636	25476915	1280
FBgn0039337	3R	25477003	25477745	743
FBgn0039338	3R	25477868	25482834	4967
FBgn0039339	3R	25483098	25485855	2758
FBgn0259991	3R	25483098	25485481	2384
FBgn0040212	3R	25485618	25490936	5319
FBgn0265068	3R	25491285	25493262	1978
FBgn0039341	3R	25491460	25493262	1803
FBgn0053494	3R	25493481	25495161	1681
FBgn0266253	3R	25496078	25496478	401
FBgn0263410	3R	25501827	25502577	751
FBgn0263411	3R	25502785	25503221	437
FBgn0267211	3R	25503378	25504478	1101
FBgn0039342	3R	25505191	25505931	741
FBgn0039343	3R	25506275	25508279	2005
FBgn0011666	3R	25516118	25608423	92306
FBgn0267769	3R	25553703	25554335	633
FBgn0039344	3R	25581223	25583179	1957
FBgn0267570	3R	25586442	25589179	2738
FBgn0262319	3R	25588859	25588958	100
FBgn0261287	3R	25591502	25609127	17626
FBgn0039348	3R	25611013	25624662	13650
FBgn0039346	3R	25613666	25614451	786
FBgn0039347	3R	25618414	25621838	3425
FBgn0039349	3R	25624805	25626924	2120
FBgn0039350	3R	25637843	25651874	14032
FBgn0262411	3R	25646506	25646600	95
FBgn0267577	3R	25650572	25651557	986
FBgn0262388	3R	25651398	25651497	100
FBgn0027508	3R	25653091	25661286	8196
FBgn0267770	3R	25657393	25658274	882
FBgn0266735	3R	25661712	25662663	952
FBgn0261986	3R	25661795	25665640	3846
FBgn0039354	3R	25665809	25677214	11406
FBgn0266752	3R	25675777	25676778	1002
FBgn0039355	3R	25677072	25678682	1611
FBgn0039356	3R	25678683	25679529	847
FBgn0039357	3R	25679242	25680550	1309
FBgn0039358	3R	25680845	25683780	2936
FBgn0039359	3R	25683623	25685051	1429
FBgn0039360	3R	25685236	25687370	2135
FBgn0051092	3R	25698727	25740465	41739
FBgn0267771	3R	25738027	25738689	663
FBgn0066101	3R	25741348	25763105	21758
FBgn0039366	3R	25773334	25775369	2036
FBgn0039367	3R	25773334	25775369	2036
FBgn0039368	3R	25775288	25776237	950
FBgn0039369	3R	25776276	25777198	923
FBgn0039370	3R	25777268	25778305	1038
FBgn0039371	3R	25786329	25787298	970
FBgn0051380	3R	25787997	25789455	1459
FBgn0051093	3R	25789819	25790471	653
FBgn0263622	3R	25791642	25792384	743
FBgn0263623	3R	25792600	25793303	704
FBgn0263624	3R	25794066	25794421	356
FBgn0263625	3R	25794848	25795186	339
FBgn0264429	3R	25796591	25797778	1188
FBgn0250831	3R	25806445	25806961	517
FBgn0267212	3R	25808044	25808679	636
FBgn0039373	3R	25811096	25811775	680
FBgn0011273	3R	25811911	25813134	1224
FBgn0039374	3R	25811911	25813134	1224
FBgn0039376	3R	25815479	25816574	1096
FBgn0266254	3R	25823706	25825211	1506
FBgn0011670	3R	25829321	25829698	378
FBgn0261061	3R	25830061	25830228	168
FBgn0011669	3R	25830720	25830914	195
FBgn0011668	3R	25831575	25831899	325
FBgn0039378	3R	25832230	25842878	10649
FBgn0267213	3R	25843918	25844378	461
FBgn0267214	3R	25845678	25846318	641
FBgn0267215	3R	25846778	25847078	301
FBgn0267216	3R	25847239	25847638	400
FBgn0267217	3R	25848098	25848454	357
FBgn0040602	3R	25850410	25851291	882
FBgn0039379	3R	25851632	25853989	2358
FBgn0039380	3R	25856154	25872670	16517
FBgn0027865	3R	25872900	25881427	8528
FBgn0039381	3R	25881984	25888230	6247
FBgn0028717	3R	25888542	25893270	4729
FBgn0039385	3R	25893495	25895026	1532
FBgn0039386	3R	25895822	25897174	1353
FBgn0039387	3R	25897476	25899744	2269
FBgn0051091	3R	25899903	25902172	2270
FBgn0051089	3R	25902643	25904178	1536
FBgn0262904	3R	25902846	25906766	3921
FBgn0250757	3R	25907022	25921046	14025
FBgn0039395	3R	25921042	25922634	1593
FBgn0039396	3R	25923499	25956270	32772
FBgn0054024	3R	25931401	25932016	616
FBgn0039398	3R	25959279	25961686	2408
FBgn0000206	3R	25961994	25966948	4955
FBgn0259146	3R	25970080	25982736	12657
FBgn0015269	3R	25983013	25995737	12725
FBgn0262576	3R	25995879	25996996	1118
FBgn0002734	3R	25997621	25998633	1013
FBgn0002735	3R	25999851	26000761	911
FBgn0266397	3R	26001201	26002464	1264
FBgn0266398	3R	26004278	26004681	404
FBgn0002733	3R	26005046	26006023	978
FBgn0266399	3R	26006502	26007073	572
FBgn0002732	3R	26010893	26011568	676
FBgn0002578	3R	26014721	26016487	1767
FBgn0266400	3R	26015516	26016487	972
FBgn0002592	3R	26016514	26017470	957
FBgn0263652	3R	26018027	26019309	1283
FBgn0263653	3R	26020479	26021076	598
FBgn0002609	3R	26021823	26023127	1305
FBgn0002629	3R	26023821	26024579	759
FBgn0002631	3R	26028854	26029735	882
FBgn0002632	3R	26032911	26034047	1137
FBgn0002633	3R	26037038	26038019	982
FBgn0000591	3R	26040240	26041008	769
FBgn0001139	3R	26041736	26049911	8176
FBgn0290418	3R	26049731	26052257	2527
FBgn0290431	3R	26052821	26054128	1308
FBgn0290421	3R	26054237	26055438	1202
FBgn0290417	3R	26055657	26056547	891
FBgn0039404	3R	26056630	26057350	721
FBgn0039405	3R	26057347	26058223	877
FBgn0260224	3R	26057347	26058223	877
FBgn0039406	3R	26058420	26059267	848
FBgn0290420	3R	26059496	26061293	1798
FBgn0039408	3R	26061268	26063011	1744
FBgn0266255	3R	26070378	26071578	1201
FBgn0290398	3R	26076592	26098711	22120
FBgn0265378	3R	26092850	26093722	873
FBgn0051324	3R	26106868	26130674	23807
FBgn0267729	3R	26124809	26125423	615
FBgn0039413	3R	26126659	26127868	1210
FBgn0039415	3R	26133154	26137148	3995
FBgn0051323	3R	26170847	26187307	16461
FBgn0051086	3R	26185251	26186227	977
FBgn0039417	3R	26187018	26188807	1790
FBgn0083966	3R	26189004	26189977	974
FBgn0083965	3R	26190234	26191205	972
FBgn0265379	3R	26195250	26230268	35019
FBgn0290419	3R	26230248	26234700	4453
FBgn0267730	3R	26235325	26252932	17608
FBgn0267731	3R	26241291	26241802	512
FBgn0000064	3R	26254069	26261591	7523
FBgn0265380	3R	26260902	26261515	614
FBgn0039420	3R	26262662	26277050	14389
FBgn0053970	3R	26318355	26362588	44234
FBgn0261833	3R	26324499	26325294	796
FBgn0039421	3R	26344290	26345473	1184
FBgn0039424	3R	26401909	26403656	1748
FBgn0039425	3R	26414088	26416192	2105
FBgn0040606	3R	26424698	26425105	408
FBgn0085320	3R	26425290	26425781	492
FBgn0051084	3R	26425354	26428408	3055
FBgn0263382	3R	26428590	26429173	584
FBgn0288888	3R	26440778	26448991	8214
FBgn0042711	3R	26449079	26450585	1507
FBgn0042710	3R	26450671	26452327	1657
FBgn0039427	3R	26452534	26454585	2052
FBgn0262577	3R	26454794	26455112	319
FBgn0023178	3R	26455462	26456141	680
FBgn0039428	3R	26456877	26457242	366
FBgn0039429	3R	26458249	26460981	2733
FBgn0039430	3R	26461527	26470008	8482
FBgn0039431	3R	26470078	26535217	65140
FBgn0267752	3R	26509539	26510100	562
FBgn0266753	3R	26519580	26522279	2700
FBgn0263289	3R	26536350	26604051	67702
FBgn0267753	3R	26541292	26543209	1918
FBgn0266256	3R	26607047	26608440	1394
FBgn0267438	3R	26610434	26610879	446
FBgn0039434	3R	26619118	26620224	1107
FBgn0039435	3R	26620608	26621364	757
FBgn0039436	3R	26622451	26623543	1093
FBgn0039437	3R	26624587	26625652	1066
FBgn0039438	3R	26625932	26626738	807
FBgn0039439	3R	26627885	26628724	840
FBgn0039440	3R	26629918	26630825	908
FBgn0039441	3R	26631869	26632956	1088
FBgn0051080	3R	26633732	26634714	983
FBgn0051081	3R	26634885	26635998	1114
FBgn0039443	3R	26636688	26637557	870
FBgn0267953	3R	26637805	26639515	1711
FBgn0039444	3R	26640025	26641054	1030
FBgn0250908	3R	26645282	26681966	36685
FBgn0243586	3R	26656440	26657531	1092
FBgn0039448	3R	26692546	26693590	1045
FBgn0023179	3R	26697697	26714159	16463
FBgn0039449	3R	26715165	26717389	2225
FBgn0288631	3R	26717871	26719806	1936
FBgn0039451	3R	26719847	26725216	5370
FBgn0040607	3R	26726133	26726681	549
FBgn0040608	3R	26727314	26730117	2804
FBgn0039452	3R	26728727	26729341	615
FBgn0039453	3R	26735417	26736307	891
FBgn0039454	3R	26737610	26738593	984
FBgn0267122	3R	26756978	26757912	935
FBgn0267123	3R	26769078	26769828	751
FBgn0261860	3R	26783609	26784208	600
FBgn0261861	3R	26784338	26785753	1416
FBgn0262473	3R	26799041	26842403	43363
FBgn0051072	3R	26842462	26863130	20669
FBgn0267742	3R	26847809	26849236	1428
FBgn0262379	3R	26861349	26861407	59
FBgn0039459	3R	26863376	26864559	1184
FBgn0027889	3R	26864605	26866807	2203
FBgn0001197	3R	26866929	26869220	2292
FBgn0026562	3R	26869238	26871995	2758
FBgn0004903	3R	26872129	26875742	3614
FBgn0002838	3R	26875852	26876562	711
FBgn0039461	3R	26876630	26880459	3830
FBgn0003267	3R	26876771	26881171	4401
FBgn0004359	3R	26881734	26910997	29264
FBgn0004510	3R	26910775	26912886	2112
FBgn0285963	3R	26915761	26945309	29549
FBgn0039462	3R	26945534	26947248	1715
FBgn0051071	3R	26947263	26947334	72
FBgn0051070	3R	26947512	26947583	72
FBgn0039463	3R	26947830	26949682	1853
FBgn0039464	3R	26949692	26958491	8800
FBgn0039465	3R	26961064	26964817	3754
FBgn0041224	3R	26965124	26966485	1362
FBgn0039466	3R	26966930	26977878	10949
FBgn0039467	3R	26978541	26985706	7166
FBgn0284229	3R	26978541	26985706	7166
FBgn0051075	3R	26985624	26988517	2894
FBgn0051076	3R	26989035	26989852	818
FBgn0039469	3R	26994832	26996442	1611
FBgn0004842	3R	26996980	27057935	60956
FBgn0051077	3R	26999752	27002961	3210
FBgn0039470	3R	27003236	27005469	2234
FBgn0039471	3R	27005899	27007055	1157
FBgn0039472	3R	27017180	27018287	1108
FBgn0039473	3R	27018608	27019751	1144
FBgn0039474	3R	27020238	27021378	1141
FBgn0039475	3R	27022071	27023217	1147
FBgn0039476	3R	27024968	27026109	1142
FBgn0029170	3R	27049220	27051004	1785
FBgn0039478	3R	27057908	27064199	6292
FBgn0085321	3R	27062216	27063059	844
FBgn0003495	3R	27064990	27070070	5081
FBgn0264563	3R	27065436	27065807	372
FBgn0039479	3R	27075870	27082818	6949
FBgn0039480	3R	27083130	27087778	4649
FBgn0039481	3R	27089704	27091130	1427
FBgn0039482	3R	27093143	27094224	1082
FBgn0039483	3R	27094533	27095856	1324
FBgn0243514	3R	27095867	27099679	3813
FBgn0039485	3R	27101230	27102917	1688
FBgn0039486	3R	27102988	27106184	3197
FBgn0039487	3R	27108467	27112270	3804
FBgn0266736	3R	27109329	27111033	1705
FBgn0027574	3R	27112566	27115126	2561
FBgn0039488	3R	27115152	27116707	1556
FBgn0039489	3R	27116745	27118532	1788
