FBgn	symbol	CG_alias	chr	start	end
FBgn0264893	lncRNA:CR44084		X	6983971	6984498
FBgn0261284	bou	CG14430	X	6986486	6987188
FBgn0027106	Inx7	CG32731	X	6991612	6993612
FBgn0264385	lncRNA:CR43837		X	6995882	6997799
FBgn0027108	Inx2	CG4590	X	6998672	7004151
FBgn0000330	cm	CG3035	X	7009006	7011145
FBgn0052736	sloth1	CG14429	X	7011357	7012137
FBgn0259204	sloth2	CG42308	X	7011357	7012137
FBgn0029928	CG3032		X	7012239	7013881
FBgn0029929	CG4593		X	7013887	7015009
FBgn0029930	CG12541		X	7021608	7066052
FBgn0029931	moat	CG14427	X	7040603	7041769
FBgn0004143	nullo	CG14426	X	7049476	7050321
FBgn0029932	CG4607		X	7069413	7072689
FBgn0264270	Sxl	CG18350	X	7074550	7098053
FBgn0263563	mir-4956		X	7085737	7085853
FBgn0287667	lncRNA:CR46494		X	7093771	7094484
FBgn0029935	CG4615		X	7098578	7102300
FBgn0029936	CG4617		X	7102555	7104491
FBgn0029937	CG8300		X	7104885	7106345
FBgn0027342	fz4	CG4626	X	7106272	7110321
FBgn0267088	lncRNA:CR45532		X	7120374	7120741
FBgn0267965	lncRNA:CR46245		X	7134517	7135480
FBgn0029939	Cph	CG9650	X	7137723	7241932
FBgn0047092	lncRNA:CR32730		X	7145600	7149850
FBgn0265457	lncRNA:CR44357		X	7166451	7405797
FBgn0029940	CG1958		X	7266904	7267883
FBgn0029941	CG1677		X	7281089	7405797
FBgn0029942	CG2059		X	7286358	7288117
FBgn0025549	unc-119	CG1659	X	7288367	7291298
FBgn0024250	brk	CG9653	X	7307939	7311132
FBgn0029943	Atg5	CG1643	X	7314622	7323770
FBgn0029944	Dok	CG2079	X	7324214	7328806
FBgn0029945	Acsf3	CG18155	X	7329046	7331255
FBgn0261848	CG42780		X	7331265	7332191
FBgn0026144	CBP	CG1435	X	7337352	7342731
FBgn0029946	CG15034		X	7346259	7347506
FBgn0029947	CG1999		X	7358796	7360058
FBgn0029948	CheA7a	CG15033	X	7378140	7378953
FBgn0261849	CG42781		X	7382733	7382990
FBgn0029949	CG15035		X	7401698	7403174
FBgn0265265	CG32727		X	7407208	7407854
FBgn0259098	CG42246		X	7411267	7411906
FBgn0261615	CG42704		X	7412668	7413296
FBgn0261616	CG42705	CG47205	X	7413869	7414662
FBgn0085366	CG34337		X	7417253	7417693
FBgn0029950	rumpel	CG9657	X	7418594	7422142
FBgn0040922	CG15036		X	7424527	7424842
FBgn0052726	CG32726		X	7425220	7425743
FBgn0267089	lncRNA:CR45533		X	7445387	7450119
FBgn0262828	lncRNA:CR43199	CG43199	X	7450383	7452199
FBgn0040923	CG11368		X	7452209	7452643
FBgn0262827	CG43198		X	7452694	7453336
FBgn0265693	lncRNA:CR44500		X	7460409	7461088
FBgn0267090	lncRNA:CR45534		X	7487552	7488336
FBgn0262967	lncRNA:CR43278	CG43278	X	7488953	7493276
FBgn0262968	lncRNA:CR43279		X	7494544	7495497
FBgn0264383	lncRNA:CR43835		X	7500443	7501383
FBgn0052719	CG32719		X	7508651	7547992
FBgn0262612	CG43138		X	7528304	7528796
FBgn0052720	CG32720		X	7535625	7536959
FBgn0265694	lncRNA:CR44501		X	7555778	7557844
FBgn0265695	lncRNA:CR44502		X	7562905	7563485
FBgn0029951	CG11369		X	7574290	7576767
FBgn0029952	CG12689		X	7585303	7586131
FBgn0004198	ct	CG11387	X	7608428	7678859
FBgn0267227	lncRNA:CR45667		X	7679331	7679621
FBgn0267226	lncRNA:CR45666		X	7679968	7680520
FBgn0267225	lncRNA:CR45665		X	7681002	7681278
FBgn0029504	CHES-1-like	CG12690	X	7682338	7709385
FBgn0262979	lncRNA:CR43287	CG43287	X	7707775	7708587
FBgn0029955	CG15478		X	7712783	7717932
FBgn0022786	Hira	CG12153	X	7722119	7725917
FBgn0027553	NELF-B	CG12152	X	7725996	7728361
FBgn0029957	CG12155		X	7728755	7731729
FBgn0029958	Pdp	CG12151	X	7731779	7734651
FBgn0029959	Rab39	CG12156	X	7734923	7736756
FBgn0016041	Tom40	CG12157	X	7736893	7739978
FBgn0029961	Ir7a	CG12663	X	7764982	7766826
FBgn0085367	CG34338		X	7768737	7769161
FBgn0052718	CG32718		X	7778205	7779370
FBgn0029962	CARPA	CG1402	X	7826197	7842679
FBgn0029963	CG10920		X	7852481	7854244
FBgn0029964	CG1409		X	7858173	7858794
FBgn0029965	Ir7b	CG15326	X	7864948	7866968
FBgn0000427	dec	CG2175	X	7867161	7873222
FBgn0263590	asRNA:CR43615		X	7872827	7873640
FBgn0029966	Ir7c	CG15324	X	7874394	7876847
FBgn0259190	Ir7d	CG15327	X	7876963	7878836
FBgn0259189	Ir7e	CG15327	X	7879800	7881679
FBgn0259188	Ir7f	CG15327	X	7881939	7884026
FBgn0029968	Ir7g	CG15325	X	7884660	7886976
FBgn0029969	Acat1	CG10932	X	7887130	7888785
FBgn0029970	Nek2	CG17256	X	7889066	7891646
FBgn0029971	ND-MNLL	CG15328	X	7893053	7893798
FBgn0266490	CG45089		X	7893053	7893798
FBgn0040087	p115	CG1422	X	7894031	7896991
FBgn0260447	CR11386	CG11386	X	7897250	7897987
FBgn0053222	CR33222	CG33222	X	7898438	7901302
FBgn0261592	RpS6	CG10944	X	7899624	7901331
FBgn0082924	snoRNA:Or-aca2		X	7901062	7901203
FBgn0010292	bys	CG1430	X	7901880	7903643
FBgn0029974	dpr14	CG10946	X	7903704	7908286
FBgn0029975	spidey	CG1444	X	7908931	7911885
FBgn0029976	snz	CG1514	X	7912089	7918444
FBgn0029977	hdm	CG15329	X	7918517	7920131
FBgn0260858	Ykt6	CG1515	X	7920409	7921966
FBgn0029979	mahe	CG10777	X	7922158	7931382
FBgn0029980	Dhdds	CG10778	X	7931745	7933351
FBgn0004403	RpS14a	CG1524	X	7933742	7934677
FBgn0004404	RpS14b	CG1527	X	7934898	7935792
FBgn0260970	Ubr3	CG1531	X	7935896	7953883
FBgn0027280	orion	CG2206	X	7941478	7946908
FBgn0029986	CG15332		X	7953852	7955990
FBgn0029987	CG15330		X	7956064	7956702
FBgn0003656	sws	CG2212	X	7956820	7968236
FBgn0267180	asRNA:CR45620		X	7959274	7960898
FBgn0003447	sn	CG1536	X	7964024	7986601
FBgn0010329	Tbh	CG1543	X	7995697	8027394
FBgn0029989	CG15333	CG18293	X	8019523	8021345
FBgn0029990	CG2233		X	8035741	8037517
FBgn0004656	fs(1)h	CG2252	X	8037808	8061436
FBgn0004657	mys	CG1560	X	8061645	8070237
FBgn0029992	Upf2	CG2253	X	8070244	8075466
FBgn0029993	CG1571		X	8075877	8078240
FBgn0029994	Ldsdh1	CG2254	X	8078350	8081605
FBgn0029995	CG2256		X	8084018	8087213
FBgn0267091	asRNA:CR45535		X	8084256	8085765
FBgn0029996	UbcE2H	CG2257	X	8087544	8094064
FBgn0029997	CG2258		X	8094250	8102095
FBgn0040319	Gclc	CG2259	X	8102181	8116147
FBgn0029999	CG1575		X	8117012	8119130
FBgn0030000	CG2260		X	8119082	8121147
FBgn0030001	cyr	CG15338	X	8121280	8135713
FBgn0030003	CG2116		X	8129812	8131783
FBgn0030004	CG10958		X	8132285	8134967
FBgn0030005	spdt	CG2120	X	8135824	8137046
FBgn0025800	Smox	CG2262	X	8137041	8142279
FBgn0030006	CG17982		X	8142550	8143835
FBgn0030007	alpha-PheRS	CG2263	X	8143904	8145602
FBgn0030008	CG2129		X	8145839	8147855
FBgn0030009	CG15336		X	8147949	8148705
FBgn0030010	CG10959		X	8148783	8150686
FBgn0030011	Gbeta5	CG10763	X	8150731	8152275
FBgn0030012	Imzf	CG18262	X	8152948	8154533
FBgn0265464	Traf6	CG10961	X	8154599	8157386
FBgn0030013	GIIIspla2	CG1583	X	8157628	8159348
FBgn0030014	CG15337		X	8160054	8161552
FBgn0030015	CG10761		X	8161540	8162792
FBgn0267096	lncRNA:CR45536		X	8163301	8163580
FBgn0030016	Or7a	CG10759	X	8164266	8165708
FBgn0030017	CG2278		X	8165833	8170266
FBgn0030018	slpr	CG2272	X	8170229	8177185
FBgn0261873	sdt	CG12657	X	8178549	8240474
FBgn0030025	CG2147		X	8240684	8241483
FBgn0030026	sni	CG10964	X	8241501	8244016
FBgn0020653	Trxr1	CG2151	X	8242528	8248033
FBgn0017566	ND-75	CG2286	X	8248651	8251687
FBgn0030027	CG1632		X	8252670	8272462
FBgn0030028	Corp	CG10965	X	8269898	8271409
FBgn0030029	CG15343		X	8272324	8273806
FBgn0030030	CG1636		X	8273412	8276450
FBgn0015519	nAChRalpha3	CG2302	X	8276200	8367169
FBgn0263778	lncRNA:CR43695	CG43695	X	8324491	8325189
FBgn0030033	CG1387		X	8385781	8389504
FBgn0040928	CR15345	CG15345	X	8397157	8398298
FBgn0030034	CG10555		X	8398940	8404516
FBgn0030035	PIG-T	CG11190	X	8404535	8407263
FBgn0262976	lawc	CG32711	X	8408008	8411658
FBgn0261793	Trf2	CG18009	X	8409272	8433011
FBgn0052712	CG32712		X	8433087	8433809
FBgn0030037	Miga	CG12125	X	8433923	8437820
FBgn0030038	CG1440		X	8437057	8441264
FBgn0030039	CG12123		X	8441247	8442348
FBgn0021767	org-1	CG11202	X	8447691	8455069
FBgn0052713	CG32713		X	8456837	8457632
FBgn0030040	CG15347		X	8458494	8460898
FBgn0023506	Es2	CG1474	X	8461479	8463349
FBgn0014032	Sptr	CG12117	X	8463296	8464438
FBgn0053223	dec2	CG33223	X	8465690	8483885
FBgn0030041	CG12116		X	8467443	8469012
FBgn0014464	Cp7Fa	CG15349	X	8470888	8473087
FBgn0014465	Cp7Fb	CG15350	X	8473837	8476071
FBgn0014466	Cp7Fc	CG15351	X	8477117	8478320
FBgn0000359	Cp36	CG1478	X	8479319	8480523
FBgn0000360	Cp38	CG11213	X	8481837	8483311
FBgn0264382	lncRNA:CR43834		X	8484194	8484580
FBgn0003023	otu	CG12743	X	8485008	8489535
FBgn0053181	CG33181	CG1521	X	8489348	8517029
FBgn0264975	Nrg	CG1634	X	8517373	8555170
FBgn0024943	PIP82	CG11219	X	8525387	8529698
FBgn0026679	IntS4	CG12113	X	8555239	8558781
FBgn0030048	CG12112		X	8558879	8560192
FBgn0030049	Trf4-1	CG11265	X	8560322	8570159
FBgn0267914	asRNA:CR46195		X	8564408	8565178
FBgn0030050	CG12111		X	8570208	8570948
FBgn0030051	spirit	CG2056	X	8571099	8573593
FBgn0030052	CG12065		X	8574306	8588528
FBgn0030053	CG12081		X	8588811	8590774
FBgn0040929	CG12659		X	8590775	8591729
FBgn0025864	Crag	CG12737	X	8592031	8602036
FBgn0030054	Caf1-180	CG12109	X	8602137	8606304
FBgn0004102	oc	CG12154	X	8630159	8650681
FBgn0030055	Rubicon	CG12772	X	8677063	8680912
FBgn0030056	CAH3	CG11285	X	8681252	8688760
FBgn0030057	Ppt1	CG12108	X	8688627	8690227
FBgn0027864	Ogg1	CG1795	X	8690327	8691811
FBgn0030058	CG11294		X	8691820	8693620
FBgn0265700	lncRNA:CR44507		X	8707213	8708006
FBgn0265701	lncRNA:CR44508		X	8707974	8708184
FBgn0041629	Hexo2	CG1787	X	8709652	8712478
FBgn0030060	CG2004		X	8712472	8714924
FBgn0030061	Nop53	CG1785	X	8714936	8717065
FBgn0027330	l(1)G0020	CG1994	X	8716713	8720277
FBgn0030063	CG1789		X	8720520	8721503
FBgn0262989	lncRNA:CR43297		X	8724674	8725901
FBgn0026411	Lim1	CG11354	X	8756539	8805804
FBgn0267097	lncRNA:CR45537		X	8835306	8836724
FBgn0030065	CG12075		X	8838323	8872774
FBgn0011661	Moe	CG10701	X	8873012	8898332
FBgn0030066	Uros1	CG1885	X	8898554	8900264
FBgn0030067	Rbm13	CG10648	X	8901699	8903761
FBgn0011586	e(r)	CG1871	X	8904144	8906248
FBgn0261549	rdgA	CG34344	X	8907068	9029476
FBgn0264942	lncRNA:CR44111		X	8919640	8920467
FBgn0030071	CG12661		X	8922888	8923687
FBgn0262900	CG43255		X	8923960	8924449
FBgn0263519	mir-4964		X	8965801	8965912
FBgn0264384	lncRNA:CR43836		X	8972908	9048991
FBgn0030073	CG10962	CG7090	X	8972908	8974255
FBgn0030074	CG12662		X	8983634	8984442
FBgn0262369	mir-31b		X	8993305	8993431
FBgn0259734	Nost	CG33224	X	9030205	9054575
FBgn0030077	CG15365		X	9054698	9067983
FBgn0030078	CG10970		X	9069599	9071408
FBgn0267098	asRNA:CR45538		X	9069741	9070087
FBgn0265413	CG44325	CG15366	X	9070318	9078499
FBgn0030081	CG7246		X	9078823	9081057
FBgn0030082	HP1b	CG7041	X	9081063	9082746
FBgn0052707	APC4	CG32707	X	9082931	9085867
FBgn0052708	CG32708	CG6997	X	9085932	9086864
FBgn0052706	CG32706		X	9087129	9088073
FBgn0030085	CG6999		X	9088367	9089314
FBgn0030086	CCT2	CG7033	X	9089513	9092826
FBgn0262421	mir-13b-2		X	9091230	9091299
FBgn0030087	Phka	CG7766	X	9093612	9103739
FBgn0004856	Bx42	CG8264	X	9103870	9106604
FBgn0030088	Arfrp1	CG7039	X	9107069	9108354
FBgn0030089	AP-1gamma	CG9113	X	9108691	9117744
FBgn0267099	lncRNA:CR45539		X	9120717	9120918
FBgn0030090	fend	CG12664	X	9121973	9135099
FBgn0265710	lncRNA:CR44517		X	9140242	9141965
FBgn0030091	CG7065		X	9142493	9147894
FBgn0030092	fh	CG8971	X	9148080	9149071
FBgn0030093	Bap111	CG7055	X	9149309	9151976
FBgn0004828	His3.3B	CG8989	X	9152523	9156669
FBgn0014868	Ost48	CG9022	X	9156929	9158515
FBgn0040467	Dlip1	CG15367	X	9158622	9159375
FBgn0040931	NdufA3	CG9034	X	9159514	9160052
FBgn0030096	Zpr1	CG9060	X	9160124	9162090
FBgn0265725	CG44532		X	9162092	9163153
FBgn0026206	mei-P26	CG12218	X	9163255	9189309
FBgn0030097	CG12115		X	9189326	9190605
FBgn0030098	CG12057		X	9191657	9192548
FBgn0030099	CG12056		X	9192669	9193620
FBgn0030100	CG12106		X	9193898	9195333
FBgn0030101	CG12118		X	9194750	9196414
FBgn0086450	su(r)	CG2194	X	9196808	9201820
FBgn0030102	SmydA-9	CG12119	X	9206126	9210887
FBgn0030103	Obp8a	CG12665	X	9214876	9215699
FBgn0030104	CG15368		X	9215785	9216540
FBgn0030105	CG15369		X	9216872	9217466
FBgn0086367	t	CG12120	X	9217655	9223257
FBgn0030107	CG15370		X	9225437	9226688
FBgn0030108	Gr8a	CG15371	X	9227137	9228827
FBgn0030109	CG12121		X	9228796	9232378
FBgn0052704	Ir8a	CG12666	X	9232726	9236585
FBgn0263578	mir-4916		X	9236460	9236518
FBgn0260789	mxc	CG12058	X	9236801	9243467
FBgn0260771	Larp7	CG12058	X	9243817	9245925
FBgn0000077	amx	CG12127	X	9245915	9247336
FBgn0010269	Dsor1	CG15793	X	9247342	9250037
FBgn0030114	CG17754		X	9250420	9255953
FBgn0028292	ric8a	CG15797	X	9256168	9259202
FBgn0030116	CR17438	CG17438	X	9259218	9260522
FBgn0030117	ric8b	CG15910	X	9260697	9261332
FBgn0052703	Erk7	CG32703	X	9261376	9267698
FBgn0030120	CG17440		X	9268438	9269925
FBgn0030121	Cfp1	CG17446	X	9270434	9272960
FBgn0030122	Aladin	CG16892	X	9273413	9275653
FBgn0263475	snoRNA:CG16892-a		X	9274714	9274862
FBgn0040236	c11.1	CG12132	X	9275318	9283117
FBgn0002576	lz	CG1689	X	9284649	9303636
FBgn0265727	lncRNA:CR44534		X	9314685	9315171
FBgn0289442	lncRNA:CR46533		X	9316379	9316731
FBgn0040235	c12.1	CG12135	X	9317915	9319223
FBgn0040234	c12.2	CG12149	X	9319359	9324458
FBgn0085478	Zdhhc8	CG32705	X	9324508	9356227
FBgn0085479	CG34450	CG32705	X	9329016	9330487
FBgn0026149	BCL7-like	CG17252	X	9356634	9358594
FBgn0261260	mgl	CG34339	X	9358496	9500129
FBgn0266050	CG44815		X	9445815	9446212
FBgn0267253	CG32700	CG2994	X	9502826	9550838
FBgn0054028	CG34028		X	9511524	9512162
FBgn0054026	CG34026		X	9533818	9534625
FBgn0028327	l(1)G0320	CG32701	X	9551140	9553750
FBgn0030136	RpS28b	CG2998	X	9554623	9555661
FBgn0030137	CG15317		X	9555607	9556544
FBgn0261835	lncRNA:CR42767		X	9557539	9558466
FBgn0052702	Cubn	CG2996	X	9558665	9571308
FBgn0052699	LPCAT	CG2996	X	9571537	9579987
FBgn0259741	CG42395		X	9575126	9576247
FBgn0267100	lncRNA:CR45540		X	9581493	9581917
FBgn0267101	lncRNA:CR45541		X	9584177	9584575
FBgn0001186	Hex-A	CG3001	X	9585675	9589813
FBgn0267102	lncRNA:CR45542		X	9590093	9590619
FBgn0267103	lncRNA:CR45543		X	9595082	9595467
FBgn0030141	Gga	CG3002	X	9601030	9604280
FBgn0264691	Lst8	CG3004	X	9604154	9605969
FBgn0027084	LysRS	CG12141	X	9606363	9608884
FBgn0261931	Hecw	CG3099	X	9608946	9623243
FBgn0028341	Ptpmeg2	CG3101	X	9626294	9658896
FBgn0030148	CG3106		X	9659095	9662903
FBgn0261617	nej	CG15321	X	9665442	9687066
FBgn0261522	lncRNA:CR42657	CG42657	X	9688189	9689295
FBgn0264786	lncRNA:CR44016		X	9691470	9692417
FBgn0000233	btd	CG12653	X	9694186	9697558
FBgn0263509	lncRNA:CR43498		X	9727923	9728488
FBgn0020378	Sp1	CG1343	X	9729648	9756369
FBgn0030151	CG1354		X	9778742	9782094
FBgn0052698	CARPB	CG9683	X	9783223	9855449
FBgn0019929	Ser7	CG2045	X	9865233	9867070
FBgn0266430	CG45060	CG42262	X	9868068	9868568
FBgn0266431	CG45061	CG42262	X	9871098	9871702
FBgn0052695	CG32695	CG15246	X	9872382	9874057
FBgn0030156	CG15247		X	9874493	9876672
FBgn0030157	CG1468		X	9878422	9879279
FBgn0030158	CG9686		X	9879870	9880535
FBgn0030159	CG9689		X	9881953	9883670
FBgn0030160	CG9691		X	9884442	9885044
FBgn0030161	CG15249		X	9887972	9899585
FBgn0030162	CG1986		X	9908663	9911126
FBgn0026415	Idgf4	CG1780	X	9927973	9930948
FBgn0030163	CG1791		X	9963453	9964878
FBgn0030164	CG1889		X	9965241	9966959
FBgn0263216	CG43386	CG15251	X	9966615	9977405
FBgn0030167	CG15252		X	9978153	9980564
FBgn0052694	CG32694	CG18512	X	9989690	10006882
FBgn0053557	soul	CG12648	X	10009210	10010049
FBgn0288690	Dna2	CG2990	X	10010481	10014279
FBgn0263132	Cht6	CG15313	X	10016845	10050803
FBgn0267495	asRNA:CR45185		X	10044909	10048156
FBgn0005391	Yp2	CG2979	X	10050951	10052636
FBgn0004045	Yp1	CG2985	X	10053811	10055498
FBgn0267161	asRNA:CR45601		X	10054235	10055109
FBgn0030174	CG15312		X	10055629	10070868
FBgn0052693	Gr9a	CG32693	X	10061627	10062785
FBgn0267162	lncRNA:CR45602		X	10071391	10071734
FBgn0052685	ZAP3	CG2971	X	10071858	10082492
FBgn0030177	CG2972		X	10083154	10085050
FBgn0030178	Naxe	CG2974	X	10084914	10086171
FBgn0083940	RhoU	CG12094	X	10086527	10148876
FBgn0266199	asRNA:CR44894		X	10114340	10208574
FBgn0030181	CG12645		X	10153612	10155009
FBgn0264503	CG43902	CG15311	X	10158434	10195337
FBgn0052690	lncRNA:CR32690	CG32690	X	10204400	10205289
FBgn0030183	Ypel	CG15309	X	10205292	10212374
FBgn0264500	lncRNA:CR43899		X	10210181	10210636
FBgn0028342	ATPsyndelta	CG2968	X	10212970	10217393
FBgn0030186	CG2962		X	10214858	10216642
FBgn0267189	asRNA:CR45629		X	10217627	10219303
FBgn0040941	CG15308		X	10217913	10219139
FBgn0085437	CG34408	CG32689	X	10220110	10230088
FBgn0030187	CG2961	CG2961	X	10231002	10233080
FBgn0263220	Hk	CG32688	X	10233347	10263485
FBgn0264674	asRNA:CR43959		X	10256629	10261804
FBgn0040942	CG12643		X	10264233	10265263
FBgn0259170	alpha-Man-Ia	CG32682	X	10266792	10325958
FBgn0030189	CG2909		X	10326464	10328946
FBgn0011770	Gip	CG2227	X	10328877	10329872
FBgn0030191	CG15306		X	10330160	10331818
FBgn0263997	CG43740	CG15307	X	10333652	10347794
FBgn0065046	snoRNA:CD11c		X	10348123	10348337
FBgn0028331	l(1)G0289	CG2221	X	10348680	10366273
FBgn0052679	CG32679		X	10366402	10367472
FBgn0028480	CG17841		X	10368052	10384183
FBgn0052686	CG32686		X	10371717	10375316
FBgn0030195	CG2898		X	10375374	10376628
FBgn0052681	CG32681		X	10376651	10381352
FBgn0030196	Psf3	CG2222	X	10383353	10385861
FBgn0000711	flw	CG2096	X	10385960	10409817
FBgn0052683	CG32683	CG2883	X	10410391	10454895
FBgn0030200	RabX2	CG2885	X	10417429	10418219
FBgn0030202	CG12640		X	10432465	10432812
FBgn0030204	Or9a	CG15302	X	10458186	10459676
FBgn0083167	Neb-cGP	CG15304	X	10460736	10461878
FBgn0261710	nocte	CG17255	X	10461865	10474675
FBgn0030206	CG2889		X	10473938	10477201
FBgn0030207	CG2887		X	10477260	10478493
FBgn0030208	PPP4R2r	CG2890	X	10478838	10481943
FBgn0052687	CG32687	CG2892	X	10482028	10487205
FBgn0085443	spri	CG32680	X	10490069	10585422
FBgn0030215	CG15296		X	10565842	10566591
FBgn0067052	Rab9D	CG32678	X	10589089	10589985
FBgn0001206	Hmr	CG1619	X	10590920	10595855
FBgn0030217	CG2124		X	10596122	10599169
FBgn0030218	CG1628		X	10598146	10602714
FBgn0263072	CG43347	CG9817	X	10602641	10620190
FBgn0030221	Rab9Db	CG9807	X	10622355	10623225
FBgn0030222	CG9806		X	10623725	10627112
FBgn0052677	X11Lbeta	CG1861	X	10627737	10710947
FBgn0030223	CG2111		X	10657680	10660671
FBgn0052673	Rab9E	CG32673	X	10660955	10661843
FBgn0030224	CG12637		X	10672433	10673466
FBgn0052676	stx	CG9725	X	10711163	10744943
FBgn0003204	ras	CG11485	X	10744502	10749097
FBgn0265987	lncRNA:CR44766		X	10744508	10745250
FBgn0030230	Rph	CG11556	X	10749077	10757666
FBgn0052675	Tango5	CG32675	X	10760048	10764413
FBgn0052672	Atg8a	CG32672	X	10764878	10768338
FBgn0030228	BTBD9	CG1826	X	10768537	10772154
FBgn0030234	CG15211		X	10772541	10778981
FBgn0025111	Ant2	CG1683	X	10778954	10786907
FBgn0003360	sesB	CG16944	X	10780893	10786958
FBgn0285926	Imp	CG1691	X	10787869	10824277
FBgn0266731	lncRNA:CR45204		X	10794338	10796292
FBgn0267184	lncRNA:CR45624		X	10824269	10824627
FBgn0003321	sbr	CG1664	X	10832752	10847092
FBgn0040850	CG15210		X	10839230	10839895
FBgn0030237	CG15209		X	10842205	10842995
FBgn0052669	CG32669		X	10842697	10845081
FBgn0030239	Pgls	CG17333	X	10847438	10848534
FBgn0030240	CG2202		X	10848757	10852327
FBgn0030241	feo	CG11207	X	10852446	10854869
FBgn0030242	sofe	CG1655	X	10855000	10857413
FBgn0030243	CG2186		X	10857655	10866246
FBgn0030244	CG2157		X	10869284	10870705
FBgn0030245	CG1637		X	10870594	10877893
FBgn0017561	Ork1	CG1615	X	10878054	10891250
FBgn0267176	lncRNA:CR45616		X	10891432	10891973
FBgn0267177	lncRNA:CR45617		X	10892261	10892748
FBgn0265717	lncRNA:CR44524		X	10893189	10893676
FBgn0030246	CG1582		X	10894747	10899302
FBgn0030247	CG15208		X	10899965	10901811
FBgn0264502	CG43901	CG11203	X	10905767	10923436
FBgn0003965	v	CG2155	X	10923972	10925631
FBgn0030251	Arlr	CG2145	X	10927399	10929712
FBgn0263705	Myo10A	CG2174	X	10930840	10964046
FBgn0052671	Rab9Fa	CG2532	X	10950160	10951030
FBgn0052670	Rab9Fb	CG2532	X	10951609	10952486
FBgn0021742	C901	CG1567	X	10964032	10967134
FBgn0259241	vex	CG15204	X	10967722	11039901
FBgn0030257	SmydA-4	CG11160	X	11044756	11049540
FBgn0030258	CG1552		X	11052171	11053556
FBgn0030259	CG1545		X	11057545	11059619
FBgn0030260	CG1537		X	11062027	11063170
FBgn0267174	lncRNA:CR45614		X	11065860	11066377
FBgn0030261	CG15203		X	11066552	11068379
FBgn0003366	sev	CG18085	X	11071441	11086299
FBgn0265458	asRNA:CR44358		X	11079291	11079772
FBgn0267164	asRNA:CR45604		X	11089231	11095143
FBgn0030262	Vago	CG2081	X	11089290	11090219
FBgn0030263	Tmbim5	CG2076	X	11090210	11092098
FBgn0027498	CG2061		X	11092492	11094947
FBgn0259101	CG42249	CG11126	X	11096273	11108148
FBgn0015245	Hsp60A	CG12101	X	11108482	11112308
FBgn0030266	CG11122		X	11112395	11124726
FBgn0028686	Rpt3	CG16916	X	11125101	11126785
FBgn0010391	SrpRalpha	CG2522	X	11126877	11129087
FBgn0030268	Klp10A	CG1453	X	11129362	11137118
FBgn0265535	CG44385		X	11131340	11132412
FBgn0030269	CDK2AP1	CG18292	X	11137859	11139689
FBgn0264863	asRNA:CR44054		X	11139608	11141238
FBgn0052667	ssp7	CG32667	X	11139762	11140263
FBgn0030270	CG15199		X	11140474	11141835
FBgn0030271	CG15202		X	11142541	11143755
FBgn0030272	CG15201		X	11144120	11144809
FBgn0020255	Ran	CG1404	X	11144852	11148716
FBgn0030274	Lint-1	CG1908	X	11149323	11152592
FBgn0261277	rtv	CG1397	X	11152484	11153990
FBgn0030276	Dlic	CG1938	X	11154421	11164670
FBgn0052668	CG32668		X	11156676	11159760
FBgn0026268	Antdh	CG1386	X	11168030	11169058
FBgn0030277	CG1394		X	11169811	11170678
FBgn0030278	CG15200		X	11182931	11183476
FBgn0265986	lncRNA:CR44765		X	11193158	11193491
FBgn0030280	CG11106		X	11202248	11202806
FBgn0265595	CG44422	CG11105	X	11219379	11302783
FBgn0030283	CG15198		X	11248236	11248885
FBgn0083979	Ir10a	CG12623	X	11308533	11311208
FBgn0003411	sisA	CG1641	X	11321579	11322357
FBgn0001491	l(1)10Bb	CG1639	X	11324294	11325308
FBgn0030286	Gapvd1	CG1657	X	11325385	11334071
FBgn0028421	Kap3	CG11759	X	11334187	11340084
FBgn0085377	CG34348	CG15197	X	11339873	11344734
FBgn0030289	GCS1	CG1597	X	11344506	11348001
FBgn0030290	CG11756		X	11348120	11348865
FBgn0030291	CG1738		X	11349049	11349847
FBgn0030292	NdufV3	CG11752	X	11349998	11350474
FBgn0030293	CG1737		X	11350608	11355539
FBgn0000499	dsh	CG1720	X	11355881	11358724
FBgn0287454	Pa1	CG11750	X	11359236	11360929
FBgn0004864	hop	CG1594	X	11360930	11368098
FBgn0027359	Tim8	CG1728	X	11368445	11369283
FBgn0001624	dlg1	CG1725	X	11369665	11409776
FBgn0030296	CG15196		X	11409947	11411667
FBgn0030297	Gr10b	CG12622	X	11411783	11413190
FBgn0030298	Or10a	CG17867	X	11413467	11417422
FBgn0045502	Gr10a	CG32664	X	11413467	11417422
FBgn0001145	Gs2	CG1743	X	11422832	11430197
FBgn0262740	Evi5	CG11727	X	11430523	11454386
FBgn0030300	Sk1	CG1747	X	11442539	11446012
FBgn0030301	HP5	CG1745	X	11454786	11459227
FBgn0262685	CG43155	CG1756	X	11459786	11476504
FBgn0030304	Cyp4g15	CG11715	X	11477058	11483233
FBgn0030305	Uba5	CG1749	X	11483518	11485060
FBgn0030306	Spase25	CG1751	X	11485250	11486566
FBgn0030307	CG33235	CG15192	X	11486546	11491573
FBgn0265749	lncRNA:CR44556		X	11492337	11492998
FBgn0052666	Drak	CG1760	X	11493135	11555045
FBgn0262335	mir-2492		X	11547422	11547497
FBgn0030309	CG1572		X	11555050	11558654
FBgn0030310	PGRP-SA	CG11709	X	11561643	11562779
FBgn0003277	Polr2A	CG1554	X	11562800	11570326
