gene_id	chr	start	end	strand	length
gene:Zm00001eb386940	9	99142271	99144320	-	2050
gene:Zm00001eb386950	9	99240000	99240355	+	356
gene:Zm00001eb386960	9	99246150	99248295	-	2146
gene:Zm00001eb386970	9	99331241	99333746	+	2506
gene:Zm00001eb386980	9	99334665	99344210	-	9546
gene:Zm00001eb386990	9	99358337	99369393	-	11057
gene:Zm00001eb387000	9	99495981	99505156	+	9176
gene:Zm00001eb387010	9	99506487	99511788	-	5302
gene:Zm00001eb387020	9	99575625	99580253	-	4629
gene:Zm00001eb387030	9	99580513	99586898	+	6386
gene:Zm00001eb387040	9	99667712	99686752	+	19041
gene:Zm00001eb387050	9	99670050	99670508	+	459
gene:Zm00001eb387060	9	99673150	99673834	-	685
gene:Zm00001eb387070	9	99809503	99811071	-	1569
gene:Zm00001eb387080	9	99841143	99841963	+	821
gene:Zm00001eb387090	9	99907376	99910209	-	2834
gene:Zm00001eb387100	9	100093897	100098521	+	4625
gene:Zm00001eb387110	9	100101576	100109895	+	8320
gene:Zm00001eb387120	9	100109438	100109834	-	397
gene:Zm00001eb387130	9	100175066	100175608	-	543
gene:Zm00001eb387140	9	100175124	100178427	+	3304
gene:Zm00001eb387150	9	100343349	100344148	-	800
gene:Zm00001eb387160	9	100363966	100365945	-	1980
gene:Zm00001eb387170	9	100422638	100424077	+	1440
gene:Zm00001eb387180	9	100480491	100488252	-	7762
gene:Zm00001eb387190	9	100530844	100532283	+	1440
gene:Zm00001eb387200	9	100679463	100680287	+	825
gene:Zm00001eb387210	9	100681212	100681661	+	450
gene:Zm00001eb387220	9	100682146	100688240	+	6095
gene:Zm00001eb387230	9	100702336	100714799	-	12464
gene:Zm00001eb387240	9	100742619	100743135	-	517
gene:Zm00001eb387250	9	100745226	100751474	+	6249
gene:Zm00001eb387260	9	100746256	100746543	-	288
gene:Zm00001eb387270	9	100753711	100757452	-	3742
gene:Zm00001eb387280	9	101044144	101047703	+	3560
gene:Zm00001eb387290	9	101302235	101308794	+	6560
gene:Zm00001eb387300	9	101381432	101385562	+	4131
gene:Zm00001eb387310	9	101491103	101495222	+	4120
gene:Zm00001eb387320	9	101493712	101495222	-	1511
gene:Zm00001eb387330	9	101498993	101501727	+	2735
gene:Zm00001eb387340	9	101502447	101505863	-	3417
gene:Zm00001eb387350	9	101548043	101550822	+	2780
gene:Zm00001eb387360	9	101551476	101561253	-	9778
gene:Zm00001eb387370	9	101707433	101708732	+	1300
gene:Zm00001eb387380	9	101728222	101732512	+	4291
gene:Zm00001eb387390	9	101744715	101745041	-	327
gene:Zm00001eb387400	9	101967063	101968500	-	1438
gene:Zm00001eb387410	9	102011359	102012047	-	689
gene:Zm00001eb387420	9	102018986	102024732	+	5747
gene:Zm00001eb387430	9	102018986	102024732	+	5747
gene:Zm00001eb387440	9	102024155	102026737	-	2583
gene:Zm00001eb387450	9	102081287	102083912	+	2626
gene:Zm00001eb387460	9	102310745	102311070	-	326
gene:Zm00001eb387470	9	102336512	102337797	-	1286
gene:Zm00001eb387480	9	102336687	102337685	+	999
gene:Zm00001eb387490	9	102351387	102352923	-	1537
gene:Zm00001eb387500	9	102506043	102509475	+	3433
gene:Zm00001eb387510	9	102550623	102555761	+	5139
gene:Zm00001eb387520	9	102559060	102564845	+	5786
gene:Zm00001eb387530	9	102588695	102592796	+	4102
gene:Zm00001eb387540	9	102708066	102711158	+	3093
gene:Zm00001eb387550	9	102711407	102713518	-	2112
gene:Zm00001eb387560	9	102745136	102749893	-	4758
gene:Zm00001eb387570	9	102851992	102855389	-	3398
gene:Zm00001eb387580	9	102916880	102919079	+	2200
gene:Zm00001eb387590	9	103051324	103052661	+	1338
gene:Zm00001eb387600	9	103066837	103068008	-	1172
gene:Zm00001eb387610	9	103106150	103107890	+	1741
gene:Zm00001eb387620	9	103178683	103179003	+	321
gene:Zm00001eb387630	9	103180286	103180834	-	549
gene:Zm00001eb387640	9	103290687	103291695	+	1009
gene:Zm00001eb387650	9	103291142	103291545	-	404
gene:Zm00001eb387660	9	103292889	103293603	+	715
gene:Zm00001eb387670	9	103292953	103293603	-	651
gene:Zm00001eb387680	9	103375488	103375940	-	453
gene:Zm00001eb387690	9	103488664	103489292	+	629
gene:Zm00001eb387700	9	103649724	103654183	-	4460
gene:Zm00001eb387710	9	103735449	103736031	+	583
gene:Zm00001eb387720	9	103790017	103796989	-	6973
gene:Zm00001eb387730	9	103795329	103797008	+	1680
gene:Zm00001eb387740	9	103811138	103811766	-	629
gene:Zm00001eb387750	9	103981070	103985773	+	4704
gene:Zm00001eb387760	9	103985833	103987944	+	2112
gene:Zm00001eb387770	9	103988702	103993399	-	4698
gene:Zm00001eb387780	9	104083205	104084519	-	1315
gene:Zm00001eb387790	9	104083497	104084594	+	1098
gene:Zm00001eb387800	9	104185391	104198967	+	13577
gene:Zm00001eb387810	9	104214207	104216217	-	2011
gene:Zm00001eb387820	9	104269654	104270545	-	892
gene:Zm00001eb387830	9	104318620	104322525	-	3906
gene:Zm00001eb387840	9	104324933	104327455	+	2523
gene:Zm00001eb387850	9	104334722	104337063	-	2342
gene:Zm00001eb387860	9	104375672	104376673	+	1002
gene:Zm00001eb387870	9	104383600	104395584	-	11985
gene:Zm00001eb387880	9	104595384	104595939	-	556
gene:Zm00001eb387890	9	104597658	104598193	+	536
gene:Zm00001eb387900	9	104631829	104633164	+	1336
gene:Zm00001eb387910	9	104684810	104686289	-	1480
gene:Zm00001eb387920	9	104730044	104737089	+	7046
gene:Zm00001eb387930	9	104757632	104762175	+	4544
gene:Zm00001eb387940	9	104778531	104779147	-	617
gene:Zm00001eb387950	9	104802826	104805143	-	2318
gene:Zm00001eb387960	9	104850347	104852917	+	2571
gene:Zm00001eb387970	9	104900241	104901510	+	1270
gene:Zm00001eb387980	9	104912272	104920876	+	8605
gene:Zm00001eb387990	9	104926480	104927093	+	614
gene:Zm00001eb388000	9	104944143	104962875	+	18733
gene:Zm00001eb388010	9	104988330	104989498	+	1169
gene:Zm00001eb388020	9	104998782	105000753	+	1972
gene:Zm00001eb388030	9	105086976	105091343	+	4368
gene:Zm00001eb388040	9	105090106	105100296	-	10191
gene:Zm00001eb388050	9	105145216	105147364	-	2149
gene:Zm00001eb388060	9	105200503	105206783	-	6281
gene:Zm00001eb388070	9	105417366	105437189	+	19824
gene:Zm00001eb388080	9	105457002	105459826	-	2825
gene:Zm00001eb388090	9	105513419	105516362	+	2944
gene:Zm00001eb388100	9	105634200	105635128	+	929
gene:Zm00001eb388110	9	105640177	105641009	-	833
gene:Zm00001eb388120	9	105731748	105732245	-	498
gene:Zm00001eb388130	9	105773178	105774095	+	918
gene:Zm00001eb388140	9	105809723	105816191	-	6469
gene:Zm00001eb388150	9	105823277	105824538	-	1262
gene:Zm00001eb388160	9	105825451	105827357	-	1907
gene:Zm00001eb388170	9	105825451	105827357	-	1907
gene:Zm00001eb388180	9	105846807	105849689	+	2883
gene:Zm00001eb388190	9	105940597	105945295	+	4699
gene:Zm00001eb388200	9	106009948	106011369	-	1422
gene:Zm00001eb388210	9	106016412	106017641	-	1230
gene:Zm00001eb388220	9	106075393	106076646	-	1254
gene:Zm00001eb388230	9	106121958	106124477	-	2520
gene:Zm00001eb388240	9	106208097	106210500	+	2404
gene:Zm00001eb388250	9	106208312	106208754	-	443
gene:Zm00001eb388260	9	106216663	106221088	+	4426
gene:Zm00001eb388270	9	106252409	106258499	+	6091
gene:Zm00001eb388280	9	106317315	106326145	-	8831
gene:Zm00001eb388290	9	106424214	106426773	-	2560
gene:Zm00001eb388300	9	106548488	106555041	+	6554
gene:Zm00001eb388310	9	106616254	106619181	-	2928
gene:Zm00001eb388320	9	106679250	106682157	+	2908
gene:Zm00001eb388330	9	106738325	106742600	+	4276
gene:Zm00001eb388340	9	106784141	106790199	+	6059
gene:Zm00001eb388350	9	106832781	106834657	-	1877
gene:Zm00001eb388360	9	106832827	106834667	+	1841
gene:Zm00001eb388370	9	107047051	107049983	+	2933
gene:Zm00001eb388380	9	107050968	107051219	+	252
gene:Zm00001eb388390	9	107132299	107135689	-	3391
gene:Zm00001eb388400	9	107257352	107258739	-	1388
gene:Zm00001eb388410	9	107258773	107259566	-	794
gene:Zm00001eb388420	9	107415997	107416342	-	346
gene:Zm00001eb388430	9	107452543	107454968	+	2426
gene:Zm00001eb388440	9	107546746	107565199	+	18454
gene:Zm00001eb388450	9	107576288	107577832	-	1545
gene:Zm00001eb388460	9	107714135	107723831	-	9697
gene:Zm00001eb388470	9	107745502	107745942	-	441
gene:Zm00001eb388480	9	107749116	107752830	-	3715
gene:Zm00001eb388490	9	107778756	107780738	+	1983
gene:Zm00001eb388500	9	107817819	107819699	-	1881
gene:Zm00001eb388510	9	107818167	107819525	+	1359
gene:Zm00001eb388520	9	107865470	107870889	-	5420
gene:Zm00001eb388530	9	108060950	108063200	+	2251
gene:Zm00001eb388540	9	108064308	108067561	-	3254
gene:Zm00001eb388550	9	108132461	108135699	+	3239
gene:Zm00001eb388560	9	108135778	108139468	-	3691
gene:Zm00001eb388570	9	108181169	108188573	-	7405
gene:Zm00001eb388580	9	108299148	108311117	-	11970
gene:Zm00001eb388590	9	108314999	108318822	-	3824
gene:Zm00001eb388600	9	108321575	108325552	-	3978
gene:Zm00001eb388610	9	108344547	108346920	-	2374
gene:Zm00001eb388620	9	108440693	108442442	-	1750
gene:Zm00001eb388630	9	108447176	108448023	+	848
gene:Zm00001eb388640	9	108468624	108469315	-	692
gene:Zm00001eb388650	9	108574916	108590440	+	15525
gene:Zm00001eb388660	9	108639543	108640852	+	1310
gene:Zm00001eb388670	9	108652381	108653598	+	1218
gene:Zm00001eb388680	9	108718779	108722706	+	3928
gene:Zm00001eb388690	9	108723791	108726996	-	3206
gene:Zm00001eb388700	9	108907705	108908411	-	707
gene:Zm00001eb388710	9	108917950	108920407	+	2458
gene:Zm00001eb388720	9	109003673	109007807	+	4135
gene:Zm00001eb388730	9	109050545	109050997	-	453
gene:Zm00001eb388740	9	109051097	109051966	-	870
gene:Zm00001eb388750	9	109226099	109228347	+	2249
gene:Zm00001eb388760	9	109269092	109269692	+	601
gene:Zm00001eb388770	9	109305507	109308218	-	2712
gene:Zm00001eb388780	9	109385816	109391305	-	5490
gene:Zm00001eb388790	9	109598658	109603762	-	5105
gene:Zm00001eb388800	9	109762697	109763015	+	319
gene:Zm00001eb388810	9	109809856	109821137	+	11282
gene:Zm00001eb388820	9	109886121	109888855	+	2735
gene:Zm00001eb388830	9	109951718	109957284	-	5567
gene:Zm00001eb388840	9	110111379	110116169	+	4791
gene:Zm00001eb388850	9	110118321	110118773	-	453
gene:Zm00001eb388860	9	110119006	110119587	-	582
gene:Zm00001eb388870	9	110127178	110135868	-	8691
gene:Zm00001eb388880	9	110137172	110137753	+	582
gene:Zm00001eb388890	9	110137986	110138438	+	453
gene:Zm00001eb388900	9	110143323	110147535	+	4213
gene:Zm00001eb388910	9	110150985	110152352	-	1368
gene:Zm00001eb388920	9	110183475	110185022	-	1548
gene:Zm00001eb388930	9	110206960	110207394	+	435
gene:Zm00001eb388940	9	110208913	110217556	+	8644
gene:Zm00001eb388950	9	110224880	110229338	+	4459
gene:Zm00001eb388960	9	110290398	110294188	-	3791
gene:Zm00001eb388970	9	110293699	110294002	+	304
gene:Zm00001eb388980	9	110301022	110301972	-	951
gene:Zm00001eb388990	9	110302775	110304587	+	1813
gene:Zm00001eb389000	9	110305429	110309475	-	4047
gene:Zm00001eb389010	9	110314872	110316521	+	1650
gene:Zm00001eb389020	9	110335380	110337979	-	2600
gene:Zm00001eb389030	9	110338573	110339872	-	1300
gene:Zm00001eb389040	9	110375812	110377621	+	1810
gene:Zm00001eb389050	9	110420683	110427224	+	6542
gene:Zm00001eb389060	9	110481776	110485062	+	3287
gene:Zm00001eb389070	9	110497412	110499782	-	2371
gene:Zm00001eb389080	9	110511914	110512429	-	516
gene:Zm00001eb389090	9	110513042	110513688	-	647
gene:Zm00001eb389100	9	110525542	110527076	+	1535
gene:Zm00001eb389110	9	110544205	110548026	+	3822
gene:Zm00001eb389120	9	110559590	110561002	+	1413
gene:Zm00001eb389130	9	110646150	110646523	+	374
gene:Zm00001eb389140	9	110647379	110649382	+	2004
gene:Zm00001eb389150	9	110649985	110655329	+	5345
gene:Zm00001eb389160	9	110655529	110657589	-	2061
gene:Zm00001eb389170	9	110700606	110701168	+	563
gene:Zm00001eb389180	9	110747163	110749065	+	1903
gene:Zm00001eb389190	9	110752728	110754164	-	1437
gene:Zm00001eb389200	9	110753535	110753835	+	301
gene:Zm00001eb389210	9	110756785	110765742	-	8958
gene:Zm00001eb389220	9	110766473	110767119	-	647
gene:Zm00001eb389230	9	110918489	110922969	-	4481
gene:Zm00001eb389240	9	111061506	111061775	+	270
gene:Zm00001eb389250	9	111104350	111105164	+	815
gene:Zm00001eb389260	9	111194467	111198677	-	4211
gene:Zm00001eb389270	9	111321963	111322388	+	426
gene:Zm00001eb389280	9	111339251	111341442	+	2192
gene:Zm00001eb389290	9	111342280	111345262	-	2983
gene:Zm00001eb389300	9	111405627	111406049	+	423
gene:Zm00001eb389310	9	111407522	111410574	-	3053
gene:Zm00001eb389320	9	111501365	111504256	-	2892
gene:Zm00001eb389330	9	111528448	111528911	+	464
gene:Zm00001eb389340	9	111679188	111707960	+	28773
gene:Zm00001eb389350	9	111738409	111762830	+	24422
gene:Zm00001eb389360	9	111774153	111777666	-	3514
gene:Zm00001eb389370	9	111879977	111891560	-	11584
gene:Zm00001eb389380	9	111893285	111908908	-	15624
gene:Zm00001eb389390	9	112054410	112056256	+	1847
gene:Zm00001eb389400	9	112080950	112084516	-	3567
gene:Zm00001eb389410	9	112157315	112158542	+	1228
gene:Zm00001eb389420	9	112212287	112219187	+	6901
gene:Zm00001eb389430	9	112261348	112270847	-	9500
gene:Zm00001eb389440	9	112544248	112547750	+	3503
gene:Zm00001eb389450	9	112644239	112645991	-	1753
gene:Zm00001eb389460	9	112647914	112649554	-	1641
gene:Zm00001eb389470	9	112649619	112649945	-	327
gene:Zm00001eb389480	9	112650600	112652361	+	1762
gene:Zm00001eb389490	9	112740972	112744171	-	3200
gene:Zm00001eb389500	9	112742337	112744395	+	2059
gene:Zm00001eb389510	9	112794057	112794386	-	330
gene:Zm00001eb389520	9	112795745	112799024	+	3280
gene:Zm00001eb389540	9	112885283	112887093	+	1811
gene:Zm00001eb389530	9	112885283	112887124	-	1842
gene:Zm00001eb389550	9	112918097	112919922	-	1826
gene:Zm00001eb389560	9	112967728	112968691	-	964
gene:Zm00001eb389570	9	113011095	113019936	-	8842
gene:Zm00001eb389580	9	113161092	113174314	-	13223
gene:Zm00001eb389590	9	113175046	113179093	+	4048
gene:Zm00001eb389600	9	113323941	113332485	+	8545
gene:Zm00001eb389610	9	113329126	113330223	+	1098
gene:Zm00001eb389620	9	113517439	113517996	-	558
gene:Zm00001eb389630	9	113586080	113588538	+	2459
gene:Zm00001eb389640	9	113588354	113597684	-	9331
gene:Zm00001eb389650	9	113598533	113604054	-	5522
gene:Zm00001eb389660	9	113614694	113617358	-	2665
gene:Zm00001eb389670	9	113645172	113651878	-	6707
gene:Zm00001eb389680	9	113762936	113768849	-	5914
gene:Zm00001eb389690	9	113775795	113776490	-	696
gene:Zm00001eb389700	9	113777597	113779484	-	1888
gene:Zm00001eb389710	9	113783973	113788847	+	4875
gene:Zm00001eb389720	9	113788987	113791384	-	2398
gene:Zm00001eb389730	9	113961475	113962074	-	600
gene:Zm00001eb389740	9	113994078	113994677	-	600
gene:Zm00001eb389750	9	114028642	114033755	+	5114
gene:Zm00001eb389760	9	114087980	114089236	+	1257
gene:Zm00001eb389770	9	114092544	114095235	+	2692
gene:Zm00001eb389780	9	114149282	114160400	+	11119
gene:Zm00001eb389790	9	114149434	114149792	-	359
gene:Zm00001eb389800	9	114160577	114163786	-	3210
gene:Zm00001eb389810	9	114212863	114214637	-	1775
gene:Zm00001eb389820	9	114424826	114429858	-	5033
gene:Zm00001eb389830	9	114577311	114585730	-	8420
gene:Zm00001eb389840	9	114856354	114860921	-	4568
gene:Zm00001eb389850	9	114921699	114927239	-	5541
gene:Zm00001eb389860	9	115056038	115060351	+	4314
gene:Zm00001eb389870	9	115060727	115062724	+	1998
gene:Zm00001eb389880	9	115098748	115099587	-	840
gene:Zm00001eb389890	9	115208034	115208354	+	321
gene:Zm00001eb389900	9	115239890	115244664	+	4775
gene:Zm00001eb389910	9	115321767	115323658	-	1892
gene:Zm00001eb389920	9	115331775	115339938	-	8164
gene:Zm00001eb389930	9	115412463	115417111	-	4649
gene:Zm00001eb389940	9	115461582	115466776	-	5195
gene:Zm00001eb389950	9	115468406	115474501	-	6096
gene:Zm00001eb389960	9	115594109	115605365	-	11257
gene:Zm00001eb389970	9	115605840	115612825	+	6986
gene:Zm00001eb389980	9	115674470	115684495	+	10026
gene:Zm00001eb389990	9	115785717	115797811	+	12095
gene:Zm00001eb390000	9	115864864	115865596	+	733
gene:Zm00001eb390010	9	115952061	115955695	+	3635
gene:Zm00001eb390020	9	115963060	115965631	+	2572
gene:Zm00001eb390030	9	116016446	116016884	+	439
gene:Zm00001eb390040	9	116017003	116017476	+	474
gene:Zm00001eb390050	9	116024345	116024947	-	603
gene:Zm00001eb390060	9	116024583	116024947	+	365
gene:Zm00001eb390070	9	116048682	116049120	+	439
gene:Zm00001eb390080	9	116064060	116064662	-	603
gene:Zm00001eb390090	9	116064298	116064662	+	365
gene:Zm00001eb390100	9	116107471	116108687	-	1217
gene:Zm00001eb390110	9	116128178	116128606	-	429
gene:Zm00001eb390120	9	116129195	116131395	-	2201
gene:Zm00001eb390130	9	116131129	116131523	+	395
gene:Zm00001eb390140	9	116131775	116133655	-	1881
gene:Zm00001eb390150	9	116132739	116133754	-	1016
gene:Zm00001eb390160	9	116149068	116151841	+	2774
gene:Zm00001eb390170	9	116157819	116158488	+	670
gene:Zm00001eb390180	9	116218686	116221232	+	2547
gene:Zm00001eb390190	9	116329970	116333291	-	3322
gene:Zm00001eb390200	9	116380053	116385239	-	5187
gene:Zm00001eb390210	9	116555333	116557370	-	2038
gene:Zm00001eb390220	9	116677750	116679101	-	1352
gene:Zm00001eb390230	9	116680797	116682228	-	1432
gene:Zm00001eb390240	9	116696811	116697474	-	664
gene:Zm00001eb390250	9	116762077	116762581	-	505
gene:Zm00001eb390260	9	116831957	116840684	+	8728
gene:Zm00001eb390270	9	116841284	116844571	-	3288
gene:Zm00001eb390280	9	116872999	116873322	-	324
gene:Zm00001eb390290	9	116878094	116882351	+	4258
gene:Zm00001eb390300	9	116929206	116929544	-	339
gene:Zm00001eb390310	9	117049887	117056365	-	6479
gene:Zm00001eb390320	9	117208441	117229687	+	21247
gene:Zm00001eb390330	9	117231841	117234800	-	2960
gene:Zm00001eb390340	9	117235275	117237507	+	2233
gene:Zm00001eb390350	9	117245531	117246326	+	796
gene:Zm00001eb390360	9	117246298	117247980	+	1683
gene:Zm00001eb390370	9	117332922	117337990	+	5069
gene:Zm00001eb390380	9	117412815	117413624	+	810
gene:Zm00001eb390390	9	117449826	117459195	-	9370
gene:Zm00001eb390400	9	117515152	117515733	-	582
gene:Zm00001eb390410	9	117519417	117521534	+	2118
gene:Zm00001eb390420	9	117519501	117521398	-	1898
gene:Zm00001eb390430	9	117571076	117571698	-	623
gene:Zm00001eb390440	9	117629833	117636291	-	6459
gene:Zm00001eb390450	9	117788194	117795125	-	6932
gene:Zm00001eb390460	9	118032022	118034391	+	2370
gene:Zm00001eb390470	9	118038056	118038635	-	580
gene:Zm00001eb390480	9	118103040	118104440	+	1401
gene:Zm00001eb390490	9	118113197	118115246	-	2050
gene:Zm00001eb390500	9	118237345	118241905	+	4561
gene:Zm00001eb390510	9	118238037	118239298	-	1262
gene:Zm00001eb390520	9	118243377	118247900	+	4524
gene:Zm00001eb390530	9	118356487	118364580	+	8094
gene:Zm00001eb390540	9	118401777	118405153	-	3377
gene:Zm00001eb390550	9	118407286	118410459	-	3174
gene:Zm00001eb390560	9	118435091	118437902	-	2812
gene:Zm00001eb390570	9	118458437	118458893	-	457
gene:Zm00001eb390580	9	118565042	118569854	-	4813
gene:Zm00001eb390590	9	118615950	118621610	-	5661
gene:Zm00001eb390600	9	118622479	118623820	+	1342
gene:Zm00001eb390610	9	118623356	118623709	-	354
gene:Zm00001eb390620	9	118631463	118637541	-	6079
gene:Zm00001eb390630	9	118637236	118640257	+	3022
gene:Zm00001eb390640	9	118664589	118667686	-	3098
gene:Zm00001eb390650	9	118749105	118751145	-	2041
gene:Zm00001eb390660	9	118773188	118798955	-	25768
gene:Zm00001eb390670	9	118828073	118829428	-	1356
gene:Zm00001eb390680	9	118848153	118852025	+	3873
gene:Zm00001eb390690	9	118855256	118856738	-	1483
gene:Zm00001eb390700	9	118880245	118880887	+	643
gene:Zm00001eb390710	9	118923503	118926928	+	3426
gene:Zm00001eb390720	9	118929001	118931547	-	2547
gene:Zm00001eb390730	9	118934169	118936160	-	1992
gene:Zm00001eb390740	9	118934456	118936112	+	1657
gene:Zm00001eb390750	9	118996564	118998718	+	2155
gene:Zm00001eb390760	9	119019007	119020816	-	1810
gene:Zm00001eb390770	9	119064496	119065329	+	834
gene:Zm00001eb390780	9	119065889	119068256	+	2368
gene:Zm00001eb390790	9	119159570	119246287	+	86718
gene:Zm00001eb390800	9	119311929	119317186	+	5258
gene:Zm00001eb390810	9	119319157	119319512	-	356
gene:Zm00001eb390820	9	119319159	119322153	+	2995
gene:Zm00001eb390830	9	119337605	119343153	-	5549
gene:Zm00001eb390840	9	119379600	119380031	-	432
gene:Zm00001eb390850	9	119420399	119425136	-	4738
gene:Zm00001eb390860	9	119441077	119447578	-	6502
gene:Zm00001eb390870	9	119448743	119449344	+	602
gene:Zm00001eb390880	9	119498733	119501185	+	2453
gene:Zm00001eb390890	9	119524469	119529877	-	5409
gene:Zm00001eb390900	9	119599875	119604943	-	5069
gene:Zm00001eb390910	9	119701563	119703533	-	1971
gene:Zm00001eb390920	9	119701563	119703551	+	1989
gene:Zm00001eb390930	9	119703064	119712735	-	9672
gene:Zm00001eb390940	9	119899160	119900442	+	1283
gene:Zm00001eb390950	9	119901708	119907254	+	5547
gene:Zm00001eb390960	9	119981748	120024181	-	42434
gene:Zm00001eb390970	9	120135205	120139453	+	4249
gene:Zm00001eb390980	9	120177363	120181881	-	4519
gene:Zm00001eb390990	9	120180565	120182139	+	1575
gene:Zm00001eb391000	9	120195432	120197470	-	2039
gene:Zm00001eb391010	9	120229210	120231604	+	2395
gene:Zm00001eb391020	9	120268724	120271422	+	2699
gene:Zm00001eb391030	9	120271910	120277670	+	5761
gene:Zm00001eb391040	9	120396585	120397399	-	815
gene:Zm00001eb391050	9	120492728	120493450	+	723
gene:Zm00001eb391060	9	120533743	120537324	+	3582
gene:Zm00001eb391070	9	120538969	120543654	-	4686
gene:Zm00001eb391080	9	120581310	120583601	-	2292
gene:Zm00001eb391090	9	120601391	120602364	+	974
gene:Zm00001eb391100	9	120602364	120604669	+	2306
gene:Zm00001eb391110	9	120609397	120614080	+	4684
gene:Zm00001eb391120	9	120614303	120615213	-	911
gene:Zm00001eb391130	9	120693131	120696490	+	3360
gene:Zm00001eb391140	9	120697990	120703259	-	5270
gene:Zm00001eb391150	9	120723735	120727039	-	3305
gene:Zm00001eb391160	9	120760314	120762020	+	1707
gene:Zm00001eb391170	9	120764427	120765653	-	1227
gene:Zm00001eb391180	9	120794566	120796063	-	1498
gene:Zm00001eb391190	9	120794777	120796284	+	1508
gene:Zm00001eb391200	9	120796097	120796791	-	695
gene:Zm00001eb391210	9	120872200	120878152	+	5953
gene:Zm00001eb391220	9	120880723	120881220	-	498
gene:Zm00001eb391230	9	120960326	120963441	+	3116
gene:Zm00001eb391240	9	120966180	120968587	-	2408
gene:Zm00001eb391250	9	120972139	120973134	-	996
gene:Zm00001eb391260	9	120973156	120973377	-	222
gene:Zm00001eb391270	9	121089904	121105394	+	15491
gene:Zm00001eb391280	9	121168501	121170346	+	1846
gene:Zm00001eb391290	9	121195676	121196896	+	1221
gene:Zm00001eb391300	9	121262559	121262909	+	351
gene:Zm00001eb391310	9	121266169	121267014	-	846
gene:Zm00001eb391320	9	121456527	121459207	-	2681
gene:Zm00001eb391330	9	121462381	121462708	-	328
gene:Zm00001eb391340	9	121464236	121465256	+	1021
gene:Zm00001eb391350	9	121483523	121485657	+	2135
gene:Zm00001eb391360	9	121577280	121579091	+	1812
gene:Zm00001eb391370	9	121699723	121701244	+	1522
gene:Zm00001eb391380	9	121723328	121729372	+	6045
gene:Zm00001eb391390	9	121727762	121728222	+	461
gene:Zm00001eb391400	9	121731641	121732909	+	1269
gene:Zm00001eb391410	9	121851185	121852482	+	1298
gene:Zm00001eb391420	9	121883617	121887624	+	4008
gene:Zm00001eb391430	9	121887582	121887919	-	338
gene:Zm00001eb391440	9	121887721	121888128	+	408
gene:Zm00001eb391450	9	121916843	121918313	+	1471
gene:Zm00001eb391460	9	121945357	121947548	-	2192
gene:Zm00001eb391470	9	121985360	121986570	-	1211
gene:Zm00001eb391480	9	121986970	122001784	-	14815
gene:Zm00001eb391490	9	122062978	122064583	+	1606
gene:Zm00001eb391500	9	122118477	122126883	+	8407
gene:Zm00001eb391510	9	122119506	122127868	-	8363
gene:Zm00001eb391520	9	122126402	122126741	-	340
gene:Zm00001eb391530	9	122127917	122132624	-	4708
gene:Zm00001eb391540	9	122192059	122199754	-	7696
gene:Zm00001eb391550	9	122215342	122216776	+	1435
gene:Zm00001eb391560	9	122216253	122216785	-	533
gene:Zm00001eb391570	9	122220076	122223640	-	3565
gene:Zm00001eb391580	9	122226820	122227987	-	1168
gene:Zm00001eb391590	9	122272993	122274399	+	1407
gene:Zm00001eb391600	9	122331914	122336898	+	4985
gene:Zm00001eb391610	9	122371982	122372371	+	390
gene:Zm00001eb391620	9	122437107	122437781	+	675
gene:Zm00001eb391630	9	122463914	122464458	+	545
gene:Zm00001eb391640	9	122474003	122474967	+	965
gene:Zm00001eb391650	9	122623832	122624353	-	522
gene:Zm00001eb391660	9	122626346	122626735	-	390
gene:Zm00001eb391670	9	122657021	122657746	-	726
gene:Zm00001eb391680	9	122657184	122657725	+	542
gene:Zm00001eb391690	9	122661526	122662254	-	729
gene:Zm00001eb391700	9	122665531	122680643	-	15113
gene:Zm00001eb391710	9	122775081	122778321	-	3241
gene:Zm00001eb391720	9	122783551	122786221	-	2671
gene:Zm00001eb391730	9	122799016	122804152	+	5137
gene:Zm00001eb391740	9	122804881	122810516	-	5636
gene:Zm00001eb391750	9	122828121	122832055	+	3935
gene:Zm00001eb391760	9	122883066	122885140	+	2075
gene:Zm00001eb391770	9	122887603	122891475	+	3873
gene:Zm00001eb391780	9	122898989	122899207	+	219
gene:Zm00001eb391790	9	122902078	122908007	-	5930
gene:Zm00001eb391800	9	122991292	122993377	+	2086
gene:Zm00001eb391810	9	123021346	123025276	+	3931
gene:Zm00001eb391820	9	123169273	123169669	+	397
gene:Zm00001eb391830	9	123181714	123183519	-	1806
gene:Zm00001eb391840	9	123282893	123284362	-	1470
gene:Zm00001eb391850	9	123355623	123356735	-	1113
gene:Zm00001eb391860	9	123429468	123435166	-	5699
gene:Zm00001eb391870	9	123473708	123475071	-	1364
gene:Zm00001eb391880	9	123498252	123499708	-	1457
gene:Zm00001eb391890	9	123520343	123524150	+	3808
gene:Zm00001eb391900	9	123535234	123539157	+	3924
gene:Zm00001eb391910	9	123539521	123540478	-	958
gene:Zm00001eb391920	9	123600130	123608652	+	8523
gene:Zm00001eb391930	9	123686707	123687960	+	1254
gene:Zm00001eb391940	9	123692448	123693799	-	1352
gene:Zm00001eb391950	9	123707471	123709534	+	2064
gene:Zm00001eb391960	9	123710188	123711798	-	1611
