rs chr ps
S7_30207911 7 30207911
S7_30210736 7 30210736
S7_30246665 7 30246665
S7_30251388 7 30251388
S7_30251428 7 30251428
S7_30256515 7 30256515
S7_30306063 7 30306063
S7_30306069 7 30306069
S7_30306087 7 30306087
S7_30312941 7 30312941
S7_30312944 7 30312944
S7_30407864 7 30407864
S7_30439829 7 30439829
S7_30439897 7 30439897
S7_30439912 7 30439912
S7_30440024 7 30440024
S7_30441455 7 30441455
S7_30495436 7 30495436
S7_30495453 7 30495453
S7_30495498 7 30495498
S7_30495524 7 30495524
S7_30495527 7 30495527
S7_30519784 7 30519784
S7_30528483 7 30528483
S7_30528516 7 30528516
S7_30586165 7 30586165
S7_30586178 7 30586178
S7_30662775 7 30662775
S7_30673825 7 30673825
S7_30673928 7 30673928
S7_30675282 7 30675282
S7_30675369 7 30675369
S7_30675387 7 30675387
S7_30683858 7 30683858
S7_30683883 7 30683883
S7_30699469 7 30699469
S7_30699502 7 30699502
S7_30699674 7 30699674
S7_30704648 7 30704648
S7_30704842 7 30704842
S7_30704898 7 30704898
S7_30712123 7 30712123
S7_30724119 7 30724119
S7_30726544 7 30726544
S7_30736485 7 30736485
S7_30782239 7 30782239
S7_30790556 7 30790556
S7_30819795 7 30819795
S7_30819930 7 30819930
S7_30880425 7 30880425
S7_30897254 7 30897254
S7_30913925 7 30913925
S7_30913998 7 30913998
S7_30920923 7 30920923
S7_30937164 7 30937164
S7_30943131 7 30943131
S7_30981166 7 30981166
S7_30981172 7 30981172
S7_31095817 7 31095817
S7_31240227 7 31240227
S7_31240263 7 31240263
S7_31302299 7 31302299
S7_31302400 7 31302400
S7_31302423 7 31302423
S7_31302577 7 31302577
S7_31332518 7 31332518
S7_31332529 7 31332529
S7_31381483 7 31381483
S7_31381842 7 31381842
S7_31435102 7 31435102
S7_31437416 7 31437416
S7_31438840 7 31438840
S7_31444747 7 31444747
S7_35080929 7 35080929
S7_35080943 7 35080943
S7_35080967 7 35080967
S7_35081001 7 35081001
S7_35118470 7 35118470
S7_35118575 7 35118575
S7_35118690 7 35118690
S7_35119556 7 35119556
S7_35144389 7 35144389
S7_35158566 7 35158566
S7_35158581 7 35158581
S7_35158633 7 35158633
S7_35158636 7 35158636
S7_35158642 7 35158642
S7_35158712 7 35158712
S7_35158714 7 35158714
S7_35158739 7 35158739
S7_35178702 7 35178702
S7_35182221 7 35182221
S7_35182858 7 35182858
S7_35183210 7 35183210
S7_35183305 7 35183305
S7_35183339 7 35183339
S7_35183426 7 35183426
S7_35194693 7 35194693
S7_35198498 7 35198498
S7_35234717 7 35234717
S7_35234736 7 35234736
S7_35238454 7 35238454
S7_35242587 7 35242587
S7_35242595 7 35242595
S7_35263339 7 35263339
S7_35286461 7 35286461
S7_35286478 7 35286478
S7_35286495 7 35286495
S7_35296381 7 35296381
S7_35298328 7 35298328
S7_35300718 7 35300718
S7_35302506 7 35302506
S7_35304213 7 35304213
S7_35316014 7 35316014
S7_35335136 7 35335136
S7_35337530 7 35337530
S7_35397483 7 35397483
S7_35422234 7 35422234
S7_35454682 7 35454682
S7_35454712 7 35454712
S7_35454762 7 35454762
S7_35455621 7 35455621
S7_35506349 7 35506349
S7_35506377 7 35506377
S7_35516321 7 35516321
S7_35516358 7 35516358
S7_35520701 7 35520701
S7_35520724 7 35520724
S7_35520799 7 35520799
S7_35520861 7 35520861
S7_35520917 7 35520917
S7_35521043 7 35521043
S7_35521076 7 35521076
S7_35532334 7 35532334
S7_35533102 7 35533102
S7_35545355 7 35545355
S7_35546064 7 35546064
S7_35550691 7 35550691
S7_35552672 7 35552672
S7_35554779 7 35554779
S7_35554796 7 35554796
S7_35554808 7 35554808
S7_35560300 7 35560300
S7_35564248 7 35564248
S7_35594893 7 35594893
S7_35596764 7 35596764
S7_35597692 7 35597692
S7_35597732 7 35597732
S7_35598820 7 35598820
S7_35598981 7 35598981
S7_35600815 7 35600815
S7_35602644 7 35602644
S7_35604308 7 35604308
S7_35604330 7 35604330
S7_35604357 7 35604357
S7_35608177 7 35608177
S7_35628858 7 35628858
S7_35675884 7 35675884
S7_35691088 7 35691088
S7_35691090 7 35691090
S7_35720967 7 35720967
S7_35720975 7 35720975
S7_35736317 7 35736317
S7_35739978 7 35739978
S7_35761847 7 35761847
S7_35770577 7 35770577
S7_35772840 7 35772840
S7_35817246 7 35817246
S7_35844051 7 35844051
S7_35844052 7 35844052
S7_35844071 7 35844071
S7_35844101 7 35844101
S7_35844104 7 35844104
S7_35844114 7 35844114
S7_35844126 7 35844126
S7_35844127 7 35844127
S7_35844159 7 35844159
S7_35844187 7 35844187
S7_35844190 7 35844190
S7_35844210 7 35844210
S7_35844225 7 35844225
S7_35845166 7 35845166
S7_35845171 7 35845171
S7_35848144 7 35848144
S7_35848146 7 35848146
S7_35848197 7 35848197
S7_35848235 7 35848235
S7_35856062 7 35856062
S7_35870088 7 35870088
S7_35893495 7 35893495
S7_35894086 7 35894086
S7_35894968 7 35894968
S7_35895561 7 35895561
S7_35904063 7 35904063
S7_35929752 7 35929752
S7_35929772 7 35929772
S7_35951941 7 35951941
S7_35952119 7 35952119
S7_35960306 7 35960306
S7_35960308 7 35960308
S7_35962473 7 35962473
S7_35963068 7 35963068
S7_35963117 7 35963117
S7_35988034 7 35988034
S7_35988120 7 35988120
S7_35997677 7 35997677
S7_36008464 7 36008464
S7_36008552 7 36008552
S7_36008834 7 36008834
S7_36130113 7 36130113
S7_36130162 7 36130162
S7_36151673 7 36151673
S7_36151716 7 36151716
S7_36190423 7 36190423
S7_36192087 7 36192087
S7_36224237 7 36224237
S7_36276153 7 36276153
S7_36276162 7 36276162
S7_36321847 7 36321847
S7_36321881 7 36321881
S7_36321961 7 36321961
S7_36322013 7 36322013
S7_36326467 7 36326467
S7_36326517 7 36326517
S7_36326574 7 36326574
S7_36352025 7 36352025
S7_36352055 7 36352055
S7_36352063 7 36352063
S7_36354421 7 36354421
S7_36374997 7 36374997
S7_36375039 7 36375039
S7_36375042 7 36375042
S7_36375095 7 36375095
S7_36375610 7 36375610
S7_36375626 7 36375626
S7_36375718 7 36375718
S7_36376558 7 36376558
S7_36376578 7 36376578
S7_36378411 7 36378411
S7_36378456 7 36378456
S7_36378522 7 36378522
S7_36408105 7 36408105
S7_36410706 7 36410706
S7_36410750 7 36410750
S7_36434191 7 36434191
S7_36434312 7 36434312
S7_36434465 7 36434465
S7_36434479 7 36434479
S7_36442713 7 36442713
S7_36442944 7 36442944
S7_36443920 7 36443920
S7_36444068 7 36444068
S7_36444165 7 36444165
S7_36444235 7 36444235
S7_36444259 7 36444259
S7_36444952 7 36444952
S7_36456142 7 36456142
S7_36456162 7 36456162
S7_36456911 7 36456911
S7_36487478 7 36487478
S7_36566983 7 36566983
S7_36612013 7 36612013
S7_36614336 7 36614336
S7_36614575 7 36614575
S7_36620380 7 36620380
S7_36620387 7 36620387
S7_36693997 7 36693997
S7_36694020 7 36694020
S7_36694067 7 36694067
S7_36694070 7 36694070
S7_36694456 7 36694456
S7_36694489 7 36694489
S7_36694490 7 36694490
S7_36696059 7 36696059
S7_36696072 7 36696072
S7_36696174 7 36696174
S7_36697186 7 36697186
S7_36697272 7 36697272
S7_36699269 7 36699269
S7_36699309 7 36699309
S7_36699404 7 36699404
S7_36699475 7 36699475
S7_36700417 7 36700417
S7_36700739 7 36700739
S7_36741921 7 36741921
S7_36752982 7 36752982
S7_36757820 7 36757820
S7_36788698 7 36788698
S7_36808098 7 36808098
S7_36808129 7 36808129
S7_36828400 7 36828400
S7_36828446 7 36828446
S7_36828482 7 36828482
S7_36828484 7 36828484
S7_36829286 7 36829286
S7_36829382 7 36829382
S7_36878795 7 36878795
S7_36881301 7 36881301
S7_36881520 7 36881520
S7_36889805 7 36889805
S7_36904191 7 36904191
S7_37040760 7 37040760
S7_37040785 7 37040785
S7_37040789 7 37040789
S7_37041731 7 37041731
S7_37056871 7 37056871
S7_37056876 7 37056876
S7_37057037 7 37057037
S7_37065251 7 37065251
S7_37065256 7 37065256
S7_37066718 7 37066718
S7_37066729 7 37066729
S7_37067946 7 37067946
S7_37093785 7 37093785
S7_37093807 7 37093807
S7_37094875 7 37094875
S7_37130381 7 37130381
S7_37131218 7 37131218
S7_37133557 7 37133557
S7_37158631 7 37158631
S7_37163110 7 37163110
S7_37163126 7 37163126
S7_37163131 7 37163131
S7_37163179 7 37163179
S7_37163214 7 37163214
S7_37163238 7 37163238
S7_37163240 7 37163240
S7_37186223 7 37186223
S7_37199279 7 37199279
S7_37199289 7 37199289
S7_37214929 7 37214929
S7_37216013 7 37216013
S7_37277034 7 37277034
S7_37277051 7 37277051
S7_37315949 7 37315949
S7_37315987 7 37315987
S7_37315992 7 37315992
S7_37324901 7 37324901
S7_37324914 7 37324914
S7_37324922 7 37324922
S7_37324931 7 37324931
S7_37324954 7 37324954
S7_37325305 7 37325305
S7_37326325 7 37326325
S7_37326334 7 37326334
S7_37432677 7 37432677
S7_37433799 7 37433799
S7_37437761 7 37437761
S7_37437765 7 37437765
S7_37437776 7 37437776
S7_37456351 7 37456351
S7_37456366 7 37456366
S7_37456418 7 37456418
S7_37456420 7 37456420
S7_37456421 7 37456421
S7_37488214 7 37488214
S7_37533978 7 37533978
S7_37551338 7 37551338
S7_37551606 7 37551606
S7_37552609 7 37552609
S7_37552616 7 37552616
S7_37552653 7 37552653
S7_37552674 7 37552674
S7_37552791 7 37552791
S7_37554036 7 37554036
S7_37554174 7 37554174
S7_37554198 7 37554198
S7_37554826 7 37554826
S7_37556082 7 37556082
S7_37557649 7 37557649
S7_37557736 7 37557736
S7_37557766 7 37557766
S7_37559760 7 37559760
S7_37559791 7 37559791
S7_37559901 7 37559901
S7_37560057 7 37560057
S7_37560111 7 37560111
S7_37560165 7 37560165
S7_37561120 7 37561120
S7_37561243 7 37561243
S7_37561318 7 37561318
S7_37586793 7 37586793
S7_37586810 7 37586810
S7_37586828 7 37586828
S7_37586857 7 37586857
S7_37586862 7 37586862
S7_37591041 7 37591041
S7_37591198 7 37591198
S7_37591996 7 37591996
S7_37592026 7 37592026
S7_37592033 7 37592033
S7_37592204 7 37592204
S7_37592372 7 37592372
S7_37594303 7 37594303
S7_37600355 7 37600355
S7_37600691 7 37600691
S7_37645476 7 37645476
S7_37645530 7 37645530
S7_37688014 7 37688014
S7_37691264 7 37691264
S7_37699183 7 37699183
S7_37706100 7 37706100
S7_37711134 7 37711134
S7_37712077 7 37712077
S7_37712218 7 37712218
S7_37713332 7 37713332
S7_37734700 7 37734700
S7_37734704 7 37734704
S7_37734767 7 37734767
S7_37763564 7 37763564
S7_37763576 7 37763576
S7_37763735 7 37763735
S7_37764371 7 37764371
S7_37764396 7 37764396
S7_37764399 7 37764399
S7_37784130 7 37784130
S7_37784149 7 37784149
S7_37785754 7 37785754
S7_37786639 7 37786639
S7_37790249 7 37790249
S7_37792562 7 37792562
S7_37796685 7 37796685
S7_37803262 7 37803262
S7_37804675 7 37804675
S7_37806597 7 37806597
S7_37806611 7 37806611
S7_37836074 7 37836074
S7_37841799 7 37841799
S7_37841807 7 37841807
S7_37844610 7 37844610
S7_37907812 7 37907812
S7_37910806 7 37910806
S7_37939312 7 37939312
S7_37955024 7 37955024
S7_37955077 7 37955077
S7_37958312 7 37958312
S7_37958394 7 37958394
S7_37958823 7 37958823
S7_37958831 7 37958831
S7_37958900 7 37958900
S7_38017844 7 38017844
S7_38017902 7 38017902
S7_38017929 7 38017929
S7_38028432 7 38028432
S7_38086959 7 38086959
S7_38140043 7 38140043
S7_38143229 7 38143229
S7_38151554 7 38151554
S7_38151580 7 38151580
S7_38171786 7 38171786
S7_38171838 7 38171838
S7_38238986 7 38238986
S7_38239011 7 38239011
S7_38242917 7 38242917
S7_38243055 7 38243055
S7_38243100 7 38243100
S7_38243157 7 38243157
S7_38243191 7 38243191
S7_38249791 7 38249791
S7_38276346 7 38276346
S7_38276415 7 38276415
S7_38276430 7 38276430
S7_38277324 7 38277324
S7_38278327 7 38278327
S7_38331473 7 38331473
S7_38331474 7 38331474
S7_38331482 7 38331482
S7_38360120 7 38360120
S7_38360640 7 38360640
S7_38360854 7 38360854
S7_38384403 7 38384403
S7_38418841 7 38418841
S7_38423477 7 38423477
S7_38423620 7 38423620
S7_38430823 7 38430823
S7_38431056 7 38431056
S7_38431079 7 38431079
S7_38431235 7 38431235
S7_38443804 7 38443804
S7_38459130 7 38459130
S7_38464431 7 38464431
S7_38466578 7 38466578
S7_38471307 7 38471307
S7_38476522 7 38476522
S7_38476528 7 38476528
S7_38476681 7 38476681
S7_38476682 7 38476682
S7_38476877 7 38476877
S7_38476887 7 38476887
S7_38476949 7 38476949
S7_38477000 7 38477000
S7_38515642 7 38515642
S7_38515838 7 38515838
S7_38522092 7 38522092
S7_38536547 7 38536547
S7_38574400 7 38574400
S7_38584897 7 38584897
S7_38589710 7 38589710
S7_38589750 7 38589750
S7_38589780 7 38589780
S7_38592766 7 38592766
S7_38594431 7 38594431
S7_38594814 7 38594814
S7_38594835 7 38594835
S7_38594858 7 38594858
S7_38615237 7 38615237
S7_38628425 7 38628425
S7_38628755 7 38628755
S7_38629039 7 38629039
S7_38629047 7 38629047
S7_38629074 7 38629074
S7_38629080 7 38629080
S7_38629291 7 38629291
S7_38629977 7 38629977
S7_38640573 7 38640573
S7_38640687 7 38640687
S7_38644448 7 38644448
S7_38652081 7 38652081
S7_38652200 7 38652200
S7_38652226 7 38652226
S7_38652334 7 38652334
S7_38652900 7 38652900
S7_38652924 7 38652924
S7_38727407 7 38727407
S7_38730016 7 38730016
S7_38757467 7 38757467
S7_38757493 7 38757493
S7_38767369 7 38767369
S7_38783670 7 38783670
S7_38826223 7 38826223
S7_38826356 7 38826356
S7_38826357 7 38826357
S7_38826360 7 38826360
S7_38826751 7 38826751
S7_38826770 7 38826770
S7_38834854 7 38834854
S7_38911898 7 38911898
S7_38911904 7 38911904
S7_38916065 7 38916065
S7_38916066 7 38916066
S7_38933161 7 38933161
S7_38956848 7 38956848
S7_38985102 7 38985102
S7_39002648 7 39002648
S7_39002771 7 39002771
S7_39002953 7 39002953
S7_39023318 7 39023318
S7_39023339 7 39023339
S7_39023382 7 39023382
S7_39063031 7 39063031
S7_39063099 7 39063099
S7_39074143 7 39074143
S7_39074182 7 39074182
S7_39140724 7 39140724
S7_39140792 7 39140792
S7_39187501 7 39187501
S7_39187505 7 39187505
S7_39187523 7 39187523
S7_39190981 7 39190981
S7_39191392 7 39191392
S7_39205100 7 39205100
S7_39205105 7 39205105
S7_39205109 7 39205109
S7_39205132 7 39205132
S7_39205754 7 39205754
S7_39205764 7 39205764
S7_39205872 7 39205872
S7_39205895 7 39205895
S7_39206941 7 39206941
S7_39207879 7 39207879
S7_39207887 7 39207887
S7_39208362 7 39208362
S7_39218308 7 39218308
S7_39218311 7 39218311
S7_39232035 7 39232035
S7_39304181 7 39304181
S7_39361707 7 39361707
S7_39408713 7 39408713
S7_39408718 7 39408718
S7_39408757 7 39408757
S7_39408850 7 39408850
S7_39481849 7 39481849
S7_39481865 7 39481865
S7_39519000 7 39519000
S7_39519033 7 39519033
S7_39528719 7 39528719
S7_39532112 7 39532112
S7_39533319 7 39533319
S7_39533694 7 39533694
S7_39535635 7 39535635
S7_39538008 7 39538008
S7_39545959 7 39545959
S7_39546111 7 39546111
S7_39546177 7 39546177
S7_39546191 7 39546191
S7_39546336 7 39546336
S7_39547893 7 39547893
S7_39552620 7 39552620
S7_39552672 7 39552672
S7_39555656 7 39555656
S7_39655930 7 39655930
S7_39669036 7 39669036
S7_39669060 7 39669060
S7_39669069 7 39669069
S7_39672638 7 39672638
S7_39673652 7 39673652
S7_39673659 7 39673659
S7_39686589 7 39686589
S7_39688002 7 39688002
S7_39688051 7 39688051
S7_39688091 7 39688091
S7_39688138 7 39688138
S7_39706799 7 39706799
S7_39706824 7 39706824
S7_39706834 7 39706834
S7_39706845 7 39706845
S7_39715783 7 39715783
S7_39715788 7 39715788
S7_39715861 7 39715861
S7_39715907 7 39715907
S7_39715914 7 39715914
S7_39715933 7 39715933
S7_39715954 7 39715954
S7_39751676 7 39751676
S7_39758063 7 39758063
S7_39758091 7 39758091
S7_39779519 7 39779519
S7_39779566 7 39779566
S7_39785550 7 39785550
S7_39829804 7 39829804
S7_39830351 7 39830351
S7_39830397 7 39830397
S7_39830415 7 39830415
S7_39833069 7 39833069
S7_39833130 7 39833130
S7_39837149 7 39837149
S7_39838846 7 39838846
S7_39839459 7 39839459
S7_39839887 7 39839887
S7_39839913 7 39839913
S7_39839944 7 39839944
S7_39840030 7 39840030
S7_39840034 7 39840034
S7_39841003 7 39841003
S7_39842611 7 39842611
S7_39846964 7 39846964
S7_39846972 7 39846972
S7_39847015 7 39847015
S7_39852037 7 39852037
S7_39852045 7 39852045
S7_39852060 7 39852060
S7_39852066 7 39852066
S7_39875148 7 39875148
S7_39880795 7 39880795
S7_39900657 7 39900657
S7_39900870 7 39900870
S7_39945527 7 39945527
S7_39963543 7 39963543
S7_39963603 7 39963603
S7_39971922 7 39971922
S7_39972763 7 39972763
S7_39980815 7 39980815
S7_39987053 7 39987053
S7_39987059 7 39987059
S7_39987073 7 39987073
S7_39987191 7 39987191
S7_39987248 7 39987248
S7_39990354 7 39990354
S7_39991737 7 39991737
S7_39995580 7 39995580
S7_39995614 7 39995614
S7_39995624 7 39995624
S7_40004217 7 40004217
S7_40004226 7 40004226
S7_40004235 7 40004235
S7_40013569 7 40013569
S7_40013572 7 40013572
S7_40013596 7 40013596
S7_40016661 7 40016661
S7_40016662 7 40016662
S7_40017137 7 40017137
S7_40018795 7 40018795
S7_40021078 7 40021078
S7_40023901 7 40023901
S7_40024157 7 40024157
S7_40048549 7 40048549
S7_40066294 7 40066294
S7_40074554 7 40074554
S7_40074588 7 40074588
S7_40077874 7 40077874
S7_40079906 7 40079906
S7_40122437 7 40122437
S7_40181329 7 40181329
S7_40181331 7 40181331
S7_40201090 7 40201090
S7_40205441 7 40205441
S7_40207443 7 40207443
S7_40231347 7 40231347
S7_40235076 7 40235076
S7_40235244 7 40235244
S7_40241858 7 40241858
S7_40242083 7 40242083
S7_40288553 7 40288553
S7_40294558 7 40294558
S7_40294560 7 40294560
S7_40294940 7 40294940
S7_40295275 7 40295275
S7_40320440 7 40320440
S7_40353341 7 40353341
S7_40369213 7 40369213
S7_40378962 7 40378962
S7_40434772 7 40434772
S7_40434790 7 40434790
S7_40480842 7 40480842
S7_40480893 7 40480893
S7_40480940 7 40480940
S7_40488931 7 40488931
S7_40544844 7 40544844
S7_40602522 7 40602522
S7_40612464 7 40612464
S7_40628074 7 40628074
S7_40699740 7 40699740
S7_40699778 7 40699778
S7_40699792 7 40699792
S7_40703346 7 40703346
S7_40703445 7 40703445
S7_40703643 7 40703643
S7_40703730 7 40703730
S7_40703732 7 40703732
S7_40703758 7 40703758
S7_40703772 7 40703772
S7_40706910 7 40706910
S7_40767159 7 40767159
S7_40767240 7 40767240
S7_40767284 7 40767284
S7_40767634 7 40767634
S7_40772663 7 40772663
S7_40772815 7 40772815
S7_40775602 7 40775602
S7_40775635 7 40775635
S7_40775734 7 40775734
S7_40775993 7 40775993
S7_40798489 7 40798489
S7_40798511 7 40798511
S7_40798965 7 40798965
S7_40798980 7 40798980
S7_40799013 7 40799013
S7_40800337 7 40800337
S7_40813251 7 40813251
S7_40824960 7 40824960
S7_40825000 7 40825000
S7_40825357 7 40825357
S7_40827168 7 40827168
S7_40827558 7 40827558
S7_40827886 7 40827886
S7_40827951 7 40827951
S7_40831010 7 40831010
S7_40831054 7 40831054
S7_40831180 7 40831180
S7_40853717 7 40853717
S7_40853816 7 40853816
S7_40885870 7 40885870
S7_40885919 7 40885919
S7_40889139 7 40889139
S7_40889275 7 40889275
S7_40889593 7 40889593
S7_40909240 7 40909240
S7_40909576 7 40909576
S7_40915229 7 40915229
S7_40915381 7 40915381
S7_40921147 7 40921147
S7_40921180 7 40921180
S7_40927590 7 40927590
S7_40934104 7 40934104
S7_40934105 7 40934105
S7_40934754 7 40934754
S7_40953583 7 40953583
S7_40953751 7 40953751
S7_40953795 7 40953795
S7_40953826 7 40953826
S7_40977696 7 40977696
S7_40978197 7 40978197
S7_40978346 7 40978346
S7_41007617 7 41007617
S7_41007676 7 41007676
S7_41007684 7 41007684
S7_41007693 7 41007693
S7_41065354 7 41065354
S7_41065357 7 41065357
S7_41072039 7 41072039
S7_41072243 7 41072243
S7_41072472 7 41072472
S7_41295442 7 41295442
S7_41295599 7 41295599
S7_41295699 7 41295699
S7_41305906 7 41305906
S7_41337809 7 41337809
S7_41367179 7 41367179
S7_41377634 7 41377634
S7_41377708 7 41377708
S7_41387326 7 41387326
S7_41388464 7 41388464
S7_41428401 7 41428401
S7_41451759 7 41451759
S7_41458391 7 41458391
S7_41459372 7 41459372
S7_41459434 7 41459434
S7_41459501 7 41459501
S7_41459693 7 41459693
S7_41459723 7 41459723
S7_41459787 7 41459787
S7_41463691 7 41463691
S7_41505359 7 41505359
S7_41505376 7 41505376
S7_41505389 7 41505389
S7_41538460 7 41538460
S7_41545473 7 41545473
S7_41550181 7 41550181
S7_41554183 7 41554183
S7_41556445 7 41556445
S7_41559575 7 41559575
S7_41559588 7 41559588
S7_41567754 7 41567754
S7_41567779 7 41567779
S7_41586581 7 41586581
S7_41587106 7 41587106
S7_41587163 7 41587163
S7_41596213 7 41596213
S7_41602690 7 41602690
S7_41602767 7 41602767
S7_41602788 7 41602788
S7_41632556 7 41632556
S7_41728472 7 41728472
S7_41740196 7 41740196
S7_41813813 7 41813813
S7_41832615 7 41832615
S7_41832621 7 41832621
S7_41835941 7 41835941
S7_41836029 7 41836029
S7_41838241 7 41838241
S7_41838268 7 41838268
S7_41884620 7 41884620
S7_41884694 7 41884694
S7_41931456 7 41931456
S7_41931459 7 41931459
S7_41933774 7 41933774
S7_41933791 7 41933791
S7_41934330 7 41934330
S7_41934378 7 41934378
S7_41935119 7 41935119
S7_41935168 7 41935168
S7_41935234 7 41935234
S7_41941633 7 41941633
S7_41941675 7 41941675
S7_41941684 7 41941684
S7_41964165 7 41964165
S7_41964227 7 41964227
S7_41966045 7 41966045
S7_41966062 7 41966062
S7_41966082 7 41966082
S7_42005364 7 42005364
S7_42075919 7 42075919
S7_42075937 7 42075937
S7_42076891 7 42076891
S7_42076922 7 42076922
S7_42077441 7 42077441
S7_42107755 7 42107755
S7_42107800 7 42107800
S7_42107805 7 42107805
S7_42118310 7 42118310
S7_42146894 7 42146894
S7_42146913 7 42146913
S7_42147201 7 42147201
S7_42184519 7 42184519
S7_42185295 7 42185295
S7_42192637 7 42192637
S7_42192672 7 42192672
S7_42192676 7 42192676
S7_42193577 7 42193577
S7_42193608 7 42193608
S7_42194721 7 42194721
S7_42194748 7 42194748
S7_42207198 7 42207198
S7_42207283 7 42207283
S7_42207347 7 42207347
S7_42207369 7 42207369
S7_42249137 7 42249137
S7_42249158 7 42249158
S7_42249180 7 42249180
S7_42249182 7 42249182
S7_42250366 7 42250366
S7_42271807 7 42271807
S7_42272440 7 42272440
S7_42272466 7 42272466
S7_42272761 7 42272761
S7_42272762 7 42272762
S7_42274978 7 42274978
S7_42276407 7 42276407
S7_42276537 7 42276537
S7_42277072 7 42277072
S7_42277133 7 42277133
S7_42277930 7 42277930
S7_42278200 7 42278200
S7_42281488 7 42281488
S7_42281544 7 42281544
S7_42281670 7 42281670
S7_42281671 7 42281671
S7_42281705 7 42281705
S7_42281724 7 42281724
S7_42281769 7 42281769
S7_42281778 7 42281778
S7_42327281 7 42327281
S7_42333084 7 42333084
S7_42333115 7 42333115
S7_42333120 7 42333120
S7_42333125 7 42333125
S7_42335983 7 42335983
S7_42335993 7 42335993
S7_42343592 7 42343592
S7_42343625 7 42343625
S7_42343660 7 42343660
S7_42343697 7 42343697
S7_42349285 7 42349285
S7_42349286 7 42349286
S7_42349336 7 42349336
S7_42350801 7 42350801
S7_42350807 7 42350807
S7_42369332 7 42369332
S7_42398280 7 42398280
S7_42415854 7 42415854
S7_42416049 7 42416049
S7_42416063 7 42416063
S7_42416075 7 42416075
S7_42418400 7 42418400
S7_42418436 7 42418436
S7_42425194 7 42425194
S7_42425199 7 42425199
S7_42425460 7 42425460
S7_42425476 7 42425476
S7_42425480 7 42425480
S7_42436885 7 42436885
S7_42436897 7 42436897
S7_42437078 7 42437078
S7_42437086 7 42437086
S7_42437101 7 42437101
S7_42443940 7 42443940
S7_42611435 7 42611435
S7_42615950 7 42615950
S7_42615979 7 42615979
S7_42901884 7 42901884
S7_42901893 7 42901893
S7_42901932 7 42901932
S7_42902125 7 42902125
S7_42904496 7 42904496
S7_42904663 7 42904663
S7_42904807 7 42904807
S7_42904827 7 42904827
S7_42904854 7 42904854
S7_42904859 7 42904859
S7_42904896 7 42904896
S7_42904914 7 42904914
S7_42934336 7 42934336
S7_42961390 7 42961390
S7_42988958 7 42988958
S7_42988959 7 42988959
S7_42995519 7 42995519
S7_42996513 7 42996513
S7_43074109 7 43074109
S7_43074534 7 43074534
S7_43074564 7 43074564
S7_43079380 7 43079380
S7_43103673 7 43103673
S7_43105008 7 43105008
S7_43108919 7 43108919
S7_43195717 7 43195717
S7_43208148 7 43208148
S7_43274591 7 43274591
S7_43274596 7 43274596
S7_43286456 7 43286456
S7_43286462 7 43286462
S7_43286512 7 43286512
S7_43287342 7 43287342
S7_43385411 7 43385411
S7_43385414 7 43385414
S7_43385433 7 43385433
S7_43385460 7 43385460
S7_43385469 7 43385469
S7_43395649 7 43395649
S7_43562447 7 43562447
S7_43562451 7 43562451
S7_43599110 7 43599110
S7_43599132 7 43599132
S7_43599226 7 43599226
S7_43602347 7 43602347
S7_43602434 7 43602434
S7_43605058 7 43605058
S7_43605059 7 43605059
S7_43605062 7 43605062
S7_43605590 7 43605590
S7_43609557 7 43609557
S7_43611695 7 43611695
S7_43612346 7 43612346
S7_43612490 7 43612490
S7_43612512 7 43612512
S7_43612531 7 43612531
S7_43612560 7 43612560
S7_43612561 7 43612561
S7_43612762 7 43612762
S7_43612873 7 43612873
S7_43612876 7 43612876
S7_43615307 7 43615307
S7_43615334 7 43615334
S7_43615402 7 43615402
S7_43621305 7 43621305
S7_43621307 7 43621307
S7_43621508 7 43621508
S7_43621700 7 43621700
S7_43621790 7 43621790
S7_43622060 7 43622060
S7_43622131 7 43622131
S7_43622396 7 43622396
S7_43622399 7 43622399
S7_43622467 7 43622467
S7_43629462 7 43629462
S7_43629518 7 43629518
S7_43680057 7 43680057
S7_43680058 7 43680058
S7_43710471 7 43710471
S7_43742703 7 43742703
S7_43742745 7 43742745
S7_43742819 7 43742819
S7_43742826 7 43742826
S7_43743289 7 43743289
S7_43809909 7 43809909
S7_43809915 7 43809915
S7_43810071 7 43810071
S7_43812914 7 43812914
S7_43812930 7 43812930
S7_43812974 7 43812974
S7_43812982 7 43812982
S7_43812989 7 43812989
S7_43831987 7 43831987
S7_43855205 7 43855205
S7_43855214 7 43855214
S7_43951950 7 43951950
S7_43981990 7 43981990
S7_43982106 7 43982106
S7_43985323 7 43985323
S7_43986939 7 43986939
S7_43986953 7 43986953
S7_43986979 7 43986979
S7_43987472 7 43987472
S7_44051904 7 44051904
S7_44076588 7 44076588
S7_44076589 7 44076589
S7_44105463 7 44105463
S7_44137042 7 44137042
S7_44137073 7 44137073
S7_44137088 7 44137088
S7_44137091 7 44137091
S7_44144310 7 44144310
S7_44153353 7 44153353
S7_44153376 7 44153376
S7_44153404 7 44153404
S7_44162437 7 44162437
S7_44162447 7 44162447
S7_44162455 7 44162455
S7_44162459 7 44162459
S7_44165399 7 44165399
S7_44292613 7 44292613
S7_44351909 7 44351909
S7_44373350 7 44373350
S7_44581541 7 44581541
S7_44581609 7 44581609
S7_44619204 7 44619204
S7_44627866 7 44627866
